review,rating
"works good, makes pulling the dog in the boat much easier on me and her.  and it doesnt affect her swimming any.",5
"If you are like me (I assume you are since you're looking at this product), and would like something to clean your aquarium's walls you have found the right product! I have used a few different aquarium scrapers/cleaners and so far this is the best one.

What makes this different from the cheap magnetic aquarium cleaners is that the cleaning side isn't just a piece of felt that is going to get gunked up and start rotting while in your tank. This is like the rough side of velcro on the cleaning side, and softer on the side that you grab a hold of. If you move it too quick, or get carried away and lift the outer side off the glass, then you don't have to go deep sea diving for the scrubber side on the bottom of your tank! It just floats on the top, waiting for you to save it's life. If you're quick enough with the outer magnetic side, you can sometimes get the scrubbing side back on the side before it floats to the top.

Now for the bad side.. You may be asking, how can there be a bad side if I rated it 5-stars? Here it is: I didn't buy a big enough one. I have this on a 46-gallon bow front (thin enough glass) that it works wonderfully. When I tried to use it on my 75-gallon Oceanic tank, not so much. The glass is a lot thicker on the bigger tank, and the magnets weren't strong enough for that.

I would highly recommend the small to those with a tank smaller than 40 gallons, if you have a little larger tank I would recommend the medium, and anything 75+ gallons, I would recommend the large just so the magnets are strong enough that it doesn't lose it's connection on the thicker glass.

If you have any other questions, feel free to ask in the comments and I usually respond within a day.",5
"This thing is AMAZING. Seriously life changing. We have a 90 lb Lab who had major joint surgery and was put on severely limited activity for many months. Consequently, when we got the vet's okay to start leash walks, our dog was so excited and enthusiastic that he was a nightmare to walk. He completely pulled me off my feet more times than I'd care to admit, and if we came across another dog or person - forget about it. He'd pull so hard he'd choke himself and he would lunge at people and scare them (not being agressive, just wanted to meet them - but it'd still scare them to have a huge dog running towards them with me barely hanging on), and I was seriously starting to worry about dislocating a shoulder or elbow because he would pull so hard. Walks were completely miserable. In desperation I tried the Gentle Leader....and omg. The very first time we tried it I saw a 100 percent improvement. I thought for sure it was just a fluke, but low and behold we've been using it twice a day for a month now and the difference is AMAZING. Walks are actually pleasant now (for both of us). I can literally hold on to the leash with two fingers for our enitre walk. He doesn't lunge anymore and the pulling is nonexistant. Keeping him from ""meeting"" other people and dogs is a cinch. If he starts to pull I just give the leash a quick little tug and he stops. I could kiss the feet of the person who invented this. If you're going to buy this product, make sure you watch the DVD that comes with it - it's very helpful for learning how to fit the collar and how to use it.

I did remove one star because after a month of twice-daily use the fur on the top of his nose is starting to rub off a little bit. But it's not bad and doesn't seem to bother him. I've been recommending this to everyone who stands still long enough to listen and would buy it again in a heartbeat.",4
Good price on a good product.,5
"I have two female cats, who will both (they're sisters) be 16 years old in the summer of 2016. They developed CKD (Chronic Kidney Disease) in the past 5 years and I learned at that time (unfortunately) that the dry food I had fed for years was not good for them (corn, other grains, fish who have been exposed to harsh chemicals in the Asian seas, garbage food, etc.) and I needed to feed them a wet food, not only because it's more nutritious (some of it), but because they need more fluids.

I had read somewhere that people were feeding this to their cats because it's low in phosphorus (phosphorus is bad for CKD), so I bought some. My cats loved it, other than the beef... they don't care too much for that one.  After researching though, I've been unable to find any data that shows that this is, in fact, low in phosphorus and better for cats with CKD. Phosphorous can damage the kidneys when present in excess quantities. Consumers have been misled to believe that high protein content is the issue, but a raw diet consisting of large amounts of quality protein can help maintain muscle mass and is very palatable.  I searched Tanya's Comprehensive Guide To Feline Chronic Kidney Disease for this Fancy Feast on her food chart and it shows it has a higher amount of phosphorus than the more expensive food that they were eating before. The prices on the expensive brands are killing me and the cats waste so much of it. It's unbelievable how the 'prescription' pet food companies are taking advantage of consumers, charging as much as human food (as much as $24 for an 8 lb bag of food) and still adding toxic ingredients. I thought I'd try going with a cheaper food, not only because the food is breaking my budget, but because my cats will go all day without eating when I put out a food they don't like. It's better that they're eating something, than nothing. But, seeing that I'm probably doing more damage with this food, I've ordered something else that I'll try for the CKD that's not as expensive as the Solid Gold brands or the Neo Feline Formula which they loved the first week, now they hate it. I did find some Hill's Science Diet Adult Minced Gourmet Turkey for $25.70 (case) for CKD. It costs more, but it's almost twice the can size. Hopefully, they will eat it. I'll save the FF as a backup or to mix into the top of foods they don't like so they'll eat it.",3
Very pretty.,5
"I have to watch the price, but when the price is competitive with my local pet suppliers, I'll get this through Amazon.  It comes fresh and lands on my porch, which reduces the steps I take hauling the big bag from the shelves to the cashier to my car to my porch to my dog food bin.

My vet approves of this for my dogs and the dogs seem to enjoy it.  We supplement with a few treats here and there, like Milk Bone biscuits.  Their coats are soft and shiny, with no skin problems.  For years, we used ""budget-friendly"" grocery store type of dog food and wondered why our dogs would have poor skin conditions (I personally think it was all the corn and corn derivatives used in some dog kibble).  Since we stepped up on what we feed our most loyal companions, we've seen a good healthy glow to their skin and coats.",5
Great treat. Only one of my two cats like it.,4
"MY cat has tooth resorption, and so his mouth is constantly red and sore. Petzlife gel was recommended to me by a vet many years ago and we have been using it ever since. We like the peppermint, it makes his breath a little nicer. I am convinced that this product had kept his problem minimal and that hopefully we won't have to have his teeth pulled, which is the normal outcome. I also use it on our dog once a week or so, to supplement her regular brushing with toothpaste. GREAT PRODUCT! TRY IT!",5
"soft, cute and really easy to use. Just make sure your dog will fit in there",5
Dog loves it,5
as advertised,5
Charli really eats this product. It is one of her big favorites. I buy it all the time for her.,5
"I have a beagle boxer pit mix and considered a medium size dog. Due to her breed mix i have to go up a size for sweaters and whatnot. However, I ordered a 3xl after reading reviews that they ran small and it was still much too small for her. The length was perfect, but everything else was too small to fit.",1
"Easy to use; works as described. The only problem I have is trying to hide it from my dog. He always seems to know when I have it. And after I use it, he sniffs the air & tracks it down. :-)",5
"light weight and thin but durable and easy to attach to harness, perfect for my two little chihuahuas",5
The scent isn't worth purchasing in my opinion. I can't remember the other brand that smells stronger and better than this one unfortunately.,2
"We run a dog rescue and we purchased this to work with a Doberman Great Dane mix who is currently 96 lbs with zero training. He bucked like a bronco on the leash and with both the halti and the gentle leader so we purchased this. It has worked wonders. With the training collar, time and patience he has turned the corner and on the road to obedience and a forever home.",4
The UV light was not working even though I received instruction from the community. I rotated the filter 180 degree trying to match the magnet with the Uv light. But it didn't work. The manufacturer should send a new one to me. But I don't know how to contact them.,3
SAME Product as petsmat only 50% cheaper,5
"The buckle color.  In the picture and description it says chrome with grey buckles, but in the actual product it's all black hardware.  It's a minor detail, but I didn't want to fuss with returning it.
Other than that, it's a great harness.  The buckle is strong and holds back a pulling dog.  It's very soft.",4
"I have pit bulls who usually devour anything without a problem, but these rawhides made all 3 dogs sick.  One kept vomiting all night until pieces came up, and the other 2 were okay with it.  The next time I gave them to the other dogs who were ok with it only, and they both choked and gagged them up.  Don't know why, they have had rawhides like this before and they are not made in China, but I would definitely not buy them again.  They may be swallowing them too fast, but there is no way to stop that!  So beware!  I really was happy to find this product as it was priced nice, but would not risk it again.",1
"The dogs love the taste, and think its a treat.",5
I have a Maltese with skin problems. I had tried every topical product from the Vet- nothing was working. I decided to give the sensitive skin food a try. All of his skin problems have cleared up. I am sold on this product 100%.,5
Quality ingredients.  It was one of 3 brands recommended by our vet when the dog was just 2 months old.,5
I ordered all of the cat food ($200.00 worth) for my sister in New York City as her foot had been broken by being driven over by a tourist horse and buggy. She was on her bike in Central Park.  She has two cats and I knew she would have a hard time getting not only to the grocery store but to Petco where she purchases this type of cat food.  So I told my Mother I could get it all on Amazon and have it delivered to her apartment building..  My sister told me what kind to get (she still didn't know why I was asking) and I ordered all of it.  She was overwhelmed when it was all delivered as it has been one less thing she needs to worry about while she heals her foot. I got her the cat food in both the soft and hard type.,5
"These are 6"" and a bit heavy to have bounced off your foot.",3
"My 17  pound Papillon mix needed to wear a cone after having a mass removed from her back leg.  As we all know, we spend huge amounts of money in vet bills, and they send us home with a fifty cent piece of plastic for a cone.  I purchased the Comfy Cone in a small.  She sleeps well with the Comfy Cone and is already back to running around and barking at things while wearing the cone.  (I don't think she looks too scary with the cone, but I'm not going to tell her that.)  She is able to eat and drink with the cone on and pretty much does all normal dog things while wearing it.  I definitely recommend it.",5
Worked great,5
It's reasonable and the cat likes it.,5
My dogs love it. It doesn't crack or splinter. It also smells nice not like the regular cow hooves. Good purchase.,5
Good product but a little expensive,4
"Though I have no proof I believe that this litter gave my rats both mites and a respiratory infection (and I am just using it in the litter box, not around the whole cage). It is not as dust free as they lead to believe. I am now switching to unscented Yesterdays News for cats, hoping this litter will be better!",2
"Had this for about a month, I haven't needed to refill it yet!

Don't underestimate how large these are!

Using one of these outdoors for the single dog and one of these indoors for the dog and cat.

These things hold a ton of water and auto-fill perfectly, no leaks so far!",4
Great Poop bags. Nice size!,5
My kitties love these.,5
Definitely big enough for my dwarf hamster with extra room. So if you have a Syrian or even a small rat it would probably work great.,5
These are incredible if you have dog that pulls like a sled dog.,5
This toy is too feeble for big dogs.,2
The chickens can't resist them!,5
"I like this product, it does what it's supposed to, and maybe it's just my cheap couch, but this pulls a bunch of lint as well as cat fur.  I have one of those fiber couches that fur gets stuck between the stitching and it's hard to get out, and this does the trick, but it's somewhat difficult because once you get the fur out of the couch, static cling kicks in and the fur sticks to the brush.  I've tried vacuuming, lint rolling, duct tape and this brush, and the brush works the best in conjunction with a vacuum hose to be the most effective.",3
"I use these in his treat thing that he has to move around to get them out, I mix it with the party mix naturals also. He loves it!",5
Our cats devour these treats and meow for more...,4
Great item,5
"I bought the Tug-a-Jug after having bought the Twist n Treat. It's a good toy, but I would say it's ideal for a dog of above-average intelligence. The Twist n Treat only requires your dog to nose it over. This one has a more complex mechanism that requires more work. Our dog couldn't get much out of it the first few tries but she is very food motivated and now can empty one in about an hour or so. The advice to fill it more than half full on the first go is good. In all, I like this toy, because it's harder and requires more time and effort from a dog that the typical treat dispenser, which is good if you want to give you dog something to occupy her. If you are looking for a first food-dispensing toy, I would recommend getting the Twist n Treat first, however.",5
Possibly the most played with toy for both of my cats. They LOVE these springs. Would recommend to any cat owner and will repurchase in the future.,5
"The Doberman loved to dig out all the stuffing, but also likes to have a baby to take to bed. The female ones with the pink nails and eyelashes are cute!",5
"I have to respectfully disagree with the others that gave this a high rating and good comments.  I have used the Tidy Cats brand for many years and have never had any complaints.  I was happy that they came out with a lightweight version and purchased it for my one cat. Mistake! This stuff is useless!! The only thing it does do is make your house smell like a combo of cat litter and cat poop. As soon as I poured it in the litter box I was overwhelmed by the odor of the litter itself. For several days after that, even though I kept the box clean, all I could smell was cat litter and a lingering smell of cat urine/poop. I will never buy this version again and I urge you not to as well!!",1
"Wonderful product, I have ordered many times.",5
"My dogs love this oil drizzled on their food every day.  Their coats shine and they don't itch.  Really seems to keep the allergies at bay.  It always smells fresh, even in the big bottle.",5
"Cat's loved it in the beginning but are losing their taste for it. Probably too many cans of the same food, they would like variety. Overall good product.",4
"This is either the smartest thing or my dumbest idea. It works, he was trained right away but he rings the bell to play outside which is very annoying. I need to figure out a different way to determine what he wants. ",5
"It seems okay for what it is, but my rats had no interest in it and just pooped all over it instead.",2
"Our dog had to have surgery to remove Gaul-stones.  Our vet recommended Royal Canin Urinary S0 dog food and we added this to his meals.  It worked!  No more stones!  I believe this helped along with the dog food.  We bought the food at the vet's office for $40 per 12 cans.  It is much, much, much more expensive on Amazon.",5
"Very happy with these. I've reordered since I need to keep my dog's foot bandaged. They come in a variety of colors. The first box had really nice primary colors. The second package had darker, muted colors, which I don't like as well. But the tape works really well and you can't beat the cost and convenience. Would definitely recommend these.",5
Excellent product.,5
Pretty print and the martingale has cut down on my puppy's pulling when out for a walk.,4
"Smells bad, cats ate it but they always threw it up right away, even got a bad bag once and all they did was puke. Immediately tossed it and went with something else. I don't recommend this food and neither do my six cats.",1
Great Bags,5
"Meal times have gone from a 2 minute dangerous inhaled meal to a 20 minute game where we don't have to worry about bloat, and with dual puppies - anything that wears off some of that excess energy is a wonderful thing.

You do need a nice clear 3ft circle for them to move freely around in all directions as they push food out & eat.

Neither dog has been able to chew them, tip them over, or steal them and run off to the back yard with them (as they do with just about anything not bolted down)

Our dogs are 50 & 65 lbs, with both the standard blocky head and short snout and neither have a problem getting the food out of the large version.",5
My pups love these. It gives them something to chew on so keeps them from destructive chewing behaviors.,5
"Good, low-priced alternatives to Greenies.",5
We have two dogs poms and they love them. Will be buying them again.,5
Need another larger size.,5
"Not good for a dog that's a chewer , ears are easily chewed off",3
My dog loves these! They only last a few minutes... She's 80lbs.  It's hard to gauge how much good it does her teeth tho. But these are available elsewhere (think large membership box store) for significantly less. I paid less than $10. I'd recommend shopping around.,3
Little too big for my Westie.,4
"So far this shock collar works, only down fall is the plastic pc that is suppose to make the shocking device stay on collar (it doesn't stay in place) it took a minute to figure out the controller. I set the setting all the way up cause it wouldn't get my Aussie attention. My previous shock collar was simple easy to use and my dogs bad behavior was correct immediately. I almost thought this collar was defective, because all the reviews I read this one was good, and has a 1 year warranty(which isn't common) I had my husband put it on his leg and still didn't shock. You have to hold the shock button down as it slowly goes up to the setting you put it on, and bam it worked! I love that it has a beep sound before vibrate, i use that the most. Overall once I figured it out. It's a good shock collar.",4
"This litter clumps OK, but it doesn't control odor very well. They also have a scent in it that gets really obnoxious and overpowering.",3
Three of my 4 cats love these!,5
I chose this cover because it was padded and comfortable for the older dog as we traveled for any distance.  The interior of the back of my car is still like new thanks to the protection of the cover.  It is easy to put in and seure.,5
I have 3 dogs and they love to get new balls.  I purchased several packs of these and keep them in the closet for special treats -- when the dogs see me getting them out they get so excited.  Great item at very nice price.,5
It has to go over the head.  My dog hates that.  I would love to find one that Clips on both the front and the back so it's very easy to put on.,3
I am using this a water bowl for a small green snake and small skink...It is too shallow.,3
My cats love to play with this thing.  All four of them will gather around to get it.  It needs to be low to the ground so that the beam will hit the floor for your cats to catch.  We've only played with it a few times because it's so noisy and annoying sounding.,3
"Bottom line: this didn't work for our Corgi puppy. He's nearly housebroken now, though, so he only eliminates on walks.",2
"Good quality, thick, durable, and much brighter colors than the picture shows.  Very please with my purchase.  No complaints at all.",5
"Pookie, my conure, loves this.",5
smelly but works well.,5
"Could not understand how the cats kept popping the guards off so easily. After I locked them into place the cats enjoyed it, wish the ball was a little more interesting to the cats.",4
Comes in handy on our hikes!,5
"So, I got this at the health food store  and it is just fine as cocao butter goes --- but I have a huge problem with the intentionally faulty  information about the sourcing of this product, especially seeing it online here: first because it is incorrect, and second because it seems to intentionally dupe the consumer into buying the product based on this false information.  Cacao butter is a pretty interchangeable product in its raw form, but the sellers make a big deal about how it is from ""11k feet, in cusco"" but plants cannot survive at that altitude.  In fact if you've been to Machu Picchu you know this because it is freezing and dry.  Cacao is grown in the high jungle of South America.  Cacao is grown in a humid environment and cannot stand the freezing nighttime tempertures.  According to the rainforest alliance: ""Cacao trees usually grow below altitudes of 1,000 feet in areas that receive about 4 inches of rain per month. They cannot survive in very dry weather and thrive in climates with high humidity and rainfall. These plants are shade-tolerant and thrive in moist, nutrient-rich, well-drained, deep soils."" Few things grow at 11k feet above sea level, most of those things are potatoes.  Anyway I'll be trying a different brand like Milliard next.  Buy this if you want raw cacao butter, but don't buy it because it has some special nutritional value for being grown at high altitude.  It doesn't, and shame on the manufacturers for pretending.",1
"Its kitty litter, my cat poops and pees in it what more is there to say.",4
Product arrived in bad condition. Nothing but crumbs.,1
I use the pellet type bedding so this is a nice ad-in for my robo hamsters to nest with. Came packaged perfectly and just as described. Pleasure doing business with this company.,4
"I just received my collar and it was very easy to charge and sync.  The instructions were pretty clear.  I fitted it for my Doberman and it was a good fit.  I believe it could fit a much smaller or larger size dog as well as its very adjustable.  I bought it because my dog is extremely well trained however he has been a little stubborn on the come when called command and he runs too fast for me to catch him easily.  I took him outside and put him on a long line so we could practice.  I asked him to come and he didn't so I beeped the collar.  He didn't react so I asked him again and then vibrated the collar (the vibration is just like a cell phone vibration).  He slightly reacted but didn't come to me so I asked again and shocked on a level one with no reaction so I asked again and shocked on a level two and he yelped, jumped and ran to me.  After that I never had to shock him again.  I asked him to come and he didn't at first so I vibrated the collar and he ran to me.  I had to vibrate one more time and after that he came on the first request every time.  He was a little panicked when we went back inside and threw somewhat of a fit like he may have been scared he would feel the shock again but I don't think I will ever need to shock him again.  I think I will be able to use just the beep and vibrate function as a warning(the beep) and a correction (the vibrate).  I am very pleased with this reaction and will continue to have him wear it and practice until he is fully trained but I feel like he finally understands he has to come when I ask him to and not run away.",5
Constantly getting compliments on this collar- LOvE the turtles and the durability. Switched to Lupine brand after my lab mix pup went through 2 Kong brand collars- the buckle  broke (or partially broke) for no apparent reason and either weren't functional or I didn't feel safe entrusting the product with my pup. Petsmart and Kong both refused to refund or replace the collars because each time it was just over their 30day return policy.  Love that Lupine has lifetime warranty! I recommend this brand to everyone!,5
"Very well made harness, fits my 10 lb pomeranian perfectly in the medium, the only thing I would like changed is the extra rope portion that holds the ring. I wonder if its like that to offer a more adjustable size but it just ends up bouncing around when I let my guy off the leash. Since he's so fluffy the bowtie portion gets covered but the buttons are cute going down the chest.",5
Perfect container for in the go dog food!!!,5
nice,5
My dog now has a night light when we walk.,5
Great assortment!,5
"I bought this for my large DYH Amazon. He had never used one before and took to it right away. He LOVES it and it is a great way to bond with your bird. Try to out the perch around mid-chest level and  out of the heavy stream of water. Birds like more of a mist or very light misting/shower. NEVER use any soap or shampoo on your bird and make sure none splashes her.
Even though it says Large, it has a nice ""grippy"" perch that I think you could get almost anything larger than a cockatiel/budgie/lovebird on.  Use tepid water and SING away, your bird will soon be joining you screaming in joy and bathing,  This Amazon is a 22 yr old rescue who had never showered on a shower perch before, he took to it right and it accelerated our bonding.",5
"Works great my dog was losing fur on his butt because of the fles, ticks or something but now only after two bathes his fur is growing back and he's doesn't itch at all around his butt like he use to.",5
"So far so good, wish it could adjust smaller than it allows. Can also just put the seatbelt through the bottom loop if you would prefer also! Or for different kind of belt buckles. Works fine",5
Perfect for fixing my munchkins nails!,5
This is great food Very healthy for your Dog!!! I Highly recommend and my dogs love it !!! Mix with some Dry Food and your dog will be in Heaven!!!,5
"It's hard to tell if it works but I am fairly sure it does. My pets are getting into their senior years and their teeth are not nearly as bad as most pets. I don't brush often, it's impossible to brush cats teeth and my dog fusses so much. So I've taken to a lot of water dental additives and chews.",4
Great container for dog food..I love the screw top design..!!,5
Absolutely LOVE IT!! Very cool at night. Bought the Blue which looks fantastic on my dog who is black. Very very cool. Thank you so much!!,5
"It is on the loud side no matter what I do, the vibrations are unavoidable. I bought this to replace a Tetra whisper air pump designed for a 40 gallon aquarium, which died out of nowhere about 3 months into use. I hope I have better luck with this new purchase.",3
"tons of fun and rugged for lots of play. Kong products are so well made. My mini poodle destroys most toys within an hour but not the Kong toys! I recommend this one. There are two squeakers which my dogs love. Great product, I highly recommend. Great seller",5
not the best dog verly eats it,3
"My dog has a favorite ball, and I have spent hundred of dollars trying to find another ball. I finally found one. He loves this ball and now I am going to order another one, but in a larger size so that my dog does not choke. I can see if you had a heavy chewer, where there might be an issue. But my dog loves it. Thank you guys so much for making this product. You are a life saver.",5
"These were a wise purchase! I got a discounted sample for review, and I chose to buy them for use with dealing with cat litter, not dog poo.

I have two foster cats at the moment and keeping up with maintaining the litter boxes is really not fun. I rejected the idea of a Litter Genie and things like it, as I have three boxes and don't want to move litter receptacles all over the place. These bags are pretty much a lifesaver!

Unlike plastic grocery bags, these don't have tiny holes that can cause leaks. They're thicker and thus sturdier than the produce-style bags I'd tried before. They're a great size for scooping in clumping litter. And this is a package of about a million of them, so I won't be running out all that soon.

Totally recommend these for helping with cat box maintenance!",5
"Okay, so this product is actually fine and is working for now.  That said, I have a HUGE problem with the customer service and warranty support of Aqeuon.

I have a red-eared slider in a 75 gallon tank (50 gallons of water) with a screen top.  Aqueon claims that the Pro 200 should have been sufficient to heat the tank to a consistent 80 degrees.  It actually did for about 3 months and then something must have happened with one of the elements inside as I could not get it to go above 71 degrees--which left for too long like that would put the turtle into a hibernation state.

When I called emailed Aqueon I let them know that I would need some sort of advanced replacement as the heater was working and keeping the water at 71 degrees (in 65 degree basement).  The ""service"" rep said that I would need the original receipt (which I obviously no longer have) and I would need to ship it back to them paying the shipping costs!!  Some warranty.  I reiterated that I would have to buy another one at a local store while I waited for the replacement.  Then she proceeded to quote me ""company policy"".  Really, Aqueon.  Fortunately turtles are pretty durable so it could deal with the low temperatures for a while.  Good thing they weren't fish.

So, I went ahead and purchased this Pro250 from Amazon for $31 (as opposed to $60 at PetSmart, which is another story).  I love me my Amazon.  I suppose I'll keep the replacement as a backup for when the new one dies--hopefully in a year or two at least.

I'll update this if all goes well.  In the meantime, buy this only if you are prepared to treat it as disposable.

If there are any aquatic turtle owners out there that have run across a good submersible heater alternative for a 75+ gallon tank, please let me know.  Thanks!!!

Update 10/16/14-- so I'm upgrading my review on this from 1-star to 3-stars as I think the new product I purchased is pretty good.  Steady temperature and is heating to my RES needed 83-degrees even with a screen top.  Would probably go higher than that if I didn't have the customer service/warranty issue.",3
"purchased a ""cheaper"" clipper set with all the combs....but i really needed something to give my bichon mix a finished look. picked this up with a couple of blade attachments and he just looks awesome. these are great powerful clippers.",5
"These are factory replacements. Perfect fit, easy to use. Effecitve. Parts were received on time and in good condition. I have two Eheim Canisters and will be reordering this product soon.",5
Good value. No problem with the bags.,5
My German Shepherds don't really like it.,3
My cat won't lounge on it but she does love scratching it!  I wish the carboad scratcher surface was a little tighter.  She's tearing it apart quite easily.,4
"very good made, dog loves it",5
I got the large abutilon. It's bigger than I expected and perfect for my crested gecko. Great price too,5
Cats like this flavor and to help prevent hairball problems.,5
really seemed to help a friend's cat with his arthritic gait.,5
"Our incredibly picky dog liked this food, but we found that it constipated him. We have not had this problem with other foods, so we know it was the new food. We won't be buying it next time.",2
"My 6 mo old Labradoodle is an aggressive chewer. She has chewed the legs of my cherry furniture, edges of my baseboards and lets not get started on shoes.  I had purchased the usual age appropriate chewing toys but nothing held her attention until I gave her a tendon. Its been over a hour and shes still going to town!",5
"These dishes stick way out in the cage and both of the ones I received had mal-formed threads on the stem for attachment to the cage, so a wrench had to be used to get them off, once I got them on and they did not fit tightly against the cage, but wobbled. Making them any tighter would have broken the plastic connector. They are too big even for a large parakeet cage and my birds avoided them completely. I removed them and put in pinch type tubes which they went to immediately.",2
I would recommend Puppia products to anyone. This is the second time I've purchased this harness...only because I wanted new ones for my little doggies. The ones they had were fine. They are well made and I love the color. Thank you.,5
completely and utterly pointless,1
"A very cute collar.  My girl looks very cute in it!  It has held up well so far (it's been about 2 months).  No fraying or wear showing, and the pattern has not faded.",4
"What a waste of money.  I can get these for humans at the dollar store. Which is what I did in heavy absorbency.  Btw, these are for light absorbency.",1
"I recently adopted my first puppy and I was searching for a good nail clipper. I came across this awesome nail clipper on Amazon. Since this was my first time using a nail clipper, there were no accidents. It is very firm and does the job. I would definitely recommend it to my friends and family members to use it on their dogs. The trimmer works miracles. I am very satisfied with my purchase and I don't plan on replacing it in the future. Thank you.",5
"My chinchilla absolutely loves these biscuits as a treat and they do not mess with her digestive system at all.  It is nice to have an affordable high quality treat not full of filler, sugar and seeds.  It pains me to see the pet food and treats that they pawn in pet stores that is NOT good for small pets.  The organic barley biscuits are a welcome addition to my Chinchilla's diet.",5
This is a cute little toy but i should have paid more attention to just how small it is. This toy is REALLY small. It would be gook for a Yorkie or similar size micro dog. My 17 lb mini schnauzer practically swallows it.,3
My dog waits every night to have her teeth brushed. We use this along with a gauze pad to go over her teeth with. Our vet is always happy with how clean her teeth are.,5
"It went together easily enough and looks nice. It does seem a little wobbly at the top, though. If I were a cat I think I'd like it, but my cat does not.",3
"I'm trying to get my kitties switched over to some healthier food an eliminate some skin issues with one of them.  My Booger cat is allergic to red dye so I really have to be careful on my purchases.  I wanted to make sure he wasn't allergic to grains too.  Two out of three of my cats really like this brand.  It's also fairly small, smaller than most brands.  This is also great for Booger because he doesn't like to chew his food all the time and I end up having to clean up undigested, vomited cat food...on my carpet.  Not fun.  Haven't had that issue with this.",5
My dog goes crazy over these she runs to where they are and practically begs for them! There quite big and shes tiny so we break them up and they last a long time will definetly be buying these again =),5
hard to squeeze water out of bottle,2
great product our dog loves to swim and so far it is holding up,5
"Though the cats would love this, but they pretty much ignore it.  It's made well, but I guess they like what they like and they don't like this one.",3
"This lightweight pet crate is easily assembled, well
made and sturdy.  It perfectly accommodated my dog
on a long road trip and served as her crate in the house
when we arrived. A great alternative to all-metal crates, it
was easy for this 100-pound owner to handle.",5
"My dogs love these. They take them a few min to eat, but not as long as some bully sticks. I'm not sure what the difference is, but for the price these are still a great chew.",5
Fits my Tetra 1900gph pump perfectly. I just ordered medium density matala filter pad to replace the brushes that come with the box. Liking the skimmer net design as well! Already saved a few fish and frogs.,5
Package arrived safely. Contents of package appear to work well. Kids like brushing the bunny with the soft brush. Happy with the purchase so far.,5
"Love the colors, patterns and lightness of these stairs. My dogs use them all the time. They're expensive for what they are: foam covered with fabric.",5
My dogs love it and I feel it is helpful for them,5
"This ball is teeny tiny but the perfect size for my 8week old Yorkie. I have a bigger one for my full grown yorkie. I stuff fabric strips in it because he likes to tear apart his toys. This way, he feels as though he is destroying it but he's not! This is a perfect idea for those dogs that like to ruin all their toys!",5
"My 13.5 year old GSD was having issues not being able to jump on our high California King sized bed.  It was really bothering him and truly sad to watch. His desire was there just not his ability without sliding backwards. He is 90#! All other steps were made of flimsy materials,  made for a small dog, large cat, it extremely expensive $100 on up range! NOT what I was in need of at all.  I ordered these steps using Prime.  It arrived in 2 days as promised, easy to assemble as promised, I only needed to coax him 2 times to use it. It's nice and durable plastic. It has carpet adhesive strips so he don't slide.
Now he waits for me to say ""wait for your steps, Bo"".
That happiness is back in my boy!
Thank you for making such a fabulous and durable product.",5
"Rubs my dogs Dew Claw. Other than that, they are wonderful (we put socks on her and that seemed to work).",3
Our Pups love Three Dog,5
I used these for my Siberian Huskies and they stopped pulling right away! Love this product and comfortable for my pets! Highly recommended if your dog is a puller!,5
Have not used this yet but...this would have been perfect if it had a little spout on it..to pour into a smaller urine cup container.,3
My little pug was born with a defect in her bladder muscles and this product helps her in so many ways. She loves the flavor so taking this is not an issue. She doesn't have any accidents when she takes this supplement!,5
My 4-month old kitty didn't care for these so it's a thumbs down for me.,2
Neither of my dogs liked this toy. I gave it to my sons puppy. The puppy did not play with it either. I then donated it to the humane society.,1
My dog loved the bone but it didn't last long. A fast chew for strong dogs.,4
cats love it  I like the convenience,5
"Warm, sturdy rip-stop material and secure closures. Only velcro is in the neck protector for warmth.",5
"Perfect size for our chubby 2 month old Labrador with room for a bowl and a toy. Building this kennel took a little bit of elbow grease, but it is quite sturdy and durable. The door can be removed if needed and door knobs are easy to use.",4
"<div id=""video-block-R2I6VSRI5TU165"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1OQhcfX8kS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71B6cvK9XiS.png"" class=""video-slate-img-url"">&nbsp;&nbsp;My cat Evie absolutely loves this mouse. She prefers the taste of Temptations treats, so I was happy to see they had a snack toy with holes made specifically to fit this treat shape. She had an egg-shaped treat ball before, but it was hard for her to use because the opening was made for round treats and, due to its shape and her frustration, she kept smacking it hard into walls (cracking it) and underneath the couch. At night, it was easy to accidentally trip over. This one, on the other hand, is shaped so that it specifically keeps it rolling around within a square yard of where you set it down, so it won't end up lost underneath my furniture.

As soon as I had opened the (frustration free) packaging, filled it up, and presented the mousy to her, she was smitten. I apologize for the vertical video - here is my kitty seeing this snack mouse for the first time. She was able to figure it out right away and within a minute I had to adjust the settings because she was getting too many treats out of it! Even after adjusting, she still managed to eat every treat out of it within three minutes... ""clever girl"".",5
My dogs gobble up this supplement when I put it on their dry food and it works great going out the other end too!,5
Omega 3 is recommended for growing pups.  Cut capsule open and squeeze the fish oil on our pup's dry kibble food.  She loves the flavor and gobbles it up.,5
