name_title,description
Liz Claiborne® Flutter-Sleeve Knit Top - Tall,"Whether for a day in the office or for a night out with the girls, our flutter-sleeve knit top is perfect for pairing with your favorite skirt or pair of pants. roundneck short sleeves approx. 26½-28½"" length polyester/spandex washable imported"
Studio 1® Sleeveless Chevron Print Scuba Fit-and-Flare Dress - Plus,"The flattering cut of our fit-and-flare dress goes bold with vibrant chevron stripes. scoopneck sleeveless approx. 37½"" length from shoulder polyester/spandex lining: polyester dry clean only imported  "
Carter's® 3-pk. Sports Print Hats - Baby Boys newborn-24m,"Keep their precious heads warm with these cute, super-soft hats. white and navy colors allover sporty print pack of 3 rolled cuff 100% cotton washable imported"
Realtree® Ripstop Long-Sleeve Shirt,Our long-sleeve cotton shirt is built for your active and attractive outdoor wardrobe. spread collar 2 chest pockets long sleeves 100% cotton washable imported
St. John's Bay® 3/4-Sleeve Asymmetrical Shirt - Petite,Our asymmetrical shirt puts a sophisticated spin on an essential style with a fluttering hem. v-neck knit rayon/polyester/spandex washable imported
Totally Bamboo® 3-Tier Salt Box,"Designed with a weighted base for better balance when open, this eco-friendly, three-section bamboo storage box is great for sea salt, spices and more. made from bamboo, a renewable resource harder and denser than most hardwoods like maple constructed to reduce the risk of warping, stabilizing the board for years of use no artificial dyes or stains rich caramelized finish magnetic closure also great for jewelry and office supplies Bamboo. Measures 3½"" in diameter; 4⅞""H. Hand wash. Imported."
Nike® Dri-FIT Sculpt Tank Top - Girls 7-16,"The innovative Dri-FIT fabric of this sporty tank keeps her cool and dry, while its slim-fit, racerback design gives her full range of motion. Dri-FIT moisture-wicking fabric polyester washable imported"
Perceptions Sleeveless Motif Leaf-Printed Fit-and-Flare Dress,"Swaying away from your body and hugging the right spots, this fit-and-flare is fashion-friendly in a bright leaf print.•    roundneck•    sleeveless•    side ruche detail•    39"" length from shoulder•    polyester/spandex•    machine wash, line dry•    imported  "
Stylus™ Shirred Side-Tab Hipster Swim Bottoms,"Mix our flattering hipster swim bottoms with your favorite swim tops for the freshest look at the beach.   fully lined tricot knit nylon/spandex hand wash, line dry imported"
"Steve Harvey® 4-pc. Vest, Pants, Shirt, Tie Set - Boys 8-20","Our Steve Harvey boys' 4-piece suit set gives him a grown-up look that is still very adorable. clip-on tie long sleeves front pants pockets pants, vest, tie: polyester shirt: cotton/polyester washable tie: dry clean only imported"
Perceptions Sleeveless Polka Dot Shift Dress,"Add some texture to your chic wardrobe with our sleeveless shift dress featuring allover front pleats. roundneck sleeveless 38½"" length from shoulder polyester/spandex machine wash, line dry imported"
Sizzix® Sizzlits Decorative Strip Die By Tim Holtz® Vintage Market Alphabet,"Give your page the perfect finishing touch with an edge-to-edge decorative strip die. It’s perfect for adding a distinctive edge to greeting cards, scrapbook pages or any paper project.   works with Sizzix BigKick, Big Shot and Sidekick machines with appropriate spacers and cutting pad (sold separately) design: Vintage Market Alphabet (measures 12x1-2¾”) designer: Tim Holtz imported  "
Flirtitude® Seamless Boyshorts,"Start your day seamlessly with great-fitting, super-cute boyshorts by Flirtitude.  nylon/spandex heather grey and horizontal aztec: nylon/polyester/spandex rugby stripe and navy space: polyester/nylon/spandex washable imported  "
Okie Dokie® Solid Capri Leggings - Preschool Girls 4-6x,Keep her comfortable and feeling good in these easy to mix-and-match capri leggings.   cotton/spandex washable imported
nicole by Nicole Miller® Pavé Crystal Hinged Gold-Tone Cuff Bracelet,"Rev up your rocker-chic wardrobe with the addition of this cuff bracelet in gold-tone metal with pave crystals.Metal: Gold-tone metalStones: CrystalsDimensions: 6½"" long circumferenceJewelry photos are enlarged to show detail."
Inspired Hearts Performance Pants - Juniors Plus,"The sporty style of our performance pants can take you to the gym or be a comfy choice for a lazy day. elastic waist slim fit approx. 25-26"" length polyester/spandex washable imported"
Nourison® Red Merry Christmas Rectangular Rug,"With a poinsettia and vine border, this holiday rug wishes you a merry Christmas in festive style. printed construction durable polyethylene 0.05"" overall thickness measures 30x18"" Stain Resistant: No Fade Resistant: No Slip Resistant: Yes Fire Retardant: No Rug Backing: Latex Rug Pad Needed: No Use: Indoor Care Instructions: Washable. Origin: Imported"
Worthington® Essential Curvy Fit Trouser Pants - Tall,"Worthington curvy-fit trouser-leg pants, our new classic with a more contoured fit, are designed to flatter shapes with full hips and smaller waists, leaving no gape in back.   sits at the waist contoured shape from hip to thigh inside waistband extension for a smoother front two back faux pockets zip front with hook & bar closure blind hem tape for easy alterations  35½"" inseam career chambray: polyester/rayon/spandex  white: cotton/spandex indigo: cotton/polyester/spandex all other colors are: polyester/rayon/spandex washable imported"
Van Heusen® Striped Navy Suit - Boys 8-20,The classic look of this navy striped suit takes him from playground mud warrior to the star of any formal event. includes jacket and pants notch-lapel jacket flat-front pants polyester dry clean only imported
Beautees 3-pc. Graphic Tank Top with Fringe Vest and Necklace - Girls 7-16,"Our tank top and vest set is full of extra-cute girly style, featuring an owl graphic print on the tank top, fringe details on the faux suede vest and a detachable necklace to complete the look. tank top: scoopneck fringe details on vest includes necklace vest: polyester tank top: cotton/polyester vest: hand wash, dry flat; remove necklace before washing tank top: washable imported"
Xersion™ Quick-Dri Performance Capris,"Sleek and sporty, our running capris from Xersion are essential to your workout wardrobe.   tight compression fit provides added comfort during workouts Quick-Dri® moisture-wicking fabric helps keep you dry no-chafe seams won't irritate your skin reflective details for low-light visibility media pocket at back waist 19½” inseam polyester/spandex washable imported  "
Hammond Headboard,"This inviting headboard highlights French country design characteristics with warm wood tones and brushed, ornately designed metalwork.   poplar and metal construction with cherry and birch veneers cinnamon cherry finish on wood; aged gold-tone finish on metal Wipe clean with a damp cloth. Assembly required; Phillips screwdriver needed. Imported. Full/Queen: 64Wx3Dx62""H King/Cal. King: 83Wx3Dx66""H"
City Streets® Cropped Yoga Pants,"Whether you're feeling like a workout warrior or a couch potato, our soft, comfy yoga pants are the perfect choice.   22"" inseam black: cotton/spandex other colors: cotton/polyester/spandex washable imported"
Rhythm and Muse Sterling Silver Bar Bracelet,The sterling silver bar on this simply stunning bracelet beautifully accentuates any look.  Metal: Sterling silverClosure: Adjustable sliderDimensions: 9” long adjustable box chain   Jewelry photos are enlarged to show detail.
CLOSEOUT! Seventeen® Pop Art Animal Valance,"This funky valance coordinates with the Seventeen® pop art animal print comforter and more collection.   hot purple, black and white with mixtures of fur and zebra print mixtures of fur and zebra print tailored, rod-pocket valance measures 72Wx15""L Sheer drapery pair is sold separately. Measured from the top of rod pocket down, exclusive of header. Shirr on up to a 2½"" rod or pole. Polyester. Dry clean only. Imported."
Carter's® Short-Sleeve Floral Tee - Preschool Boys 4-7,"Featuring screen-printed graphics and all kinds of style, this versatile and comfortable short-sleeve tee will make him look cuter than ever. ribbed neckline 100% cotton washable imported"
Marvel® Captain America Kids Easy-Read Character Watch,"Captain America lends his mighty shield to helping kids learn how to tell time. This easy-read character watch features highlighted hour and minute numbers and a kid-friendly hook-and-loop closure strap.   Dial Color: Character print Strap: Black nylon Clasp: Buckle Movement: Quartz Water Resistance: 30m Case Width: 32mm Case Thickness: 7mm Bracelet Dimensions: 7” long, 16mm wide Model No.: W000140 Special Features: Captain America character print dial on white background, black nylon strap with hook-and-loop fastening, easy to read hour and minute tracks, 3 ATM water resistance Jewelry photos are enlarged to show detail."
Stylus™ Knit Tank Top - Plus,"A true warm-weather delight, our Worthington sleeveless tank top gives your wardrobe a touch of excitement. roundneck 28"" length front: rayon back: polyester machine wash, line dry imported"
Worthington® Slim Fit Ankle Pants,"Seamed for a great fit, our slim-leg, stretch-knit ankle pants sit below your waist, straight-and-narrow through the hip and thigh, to keep the emphasis on the vertical. zip fly with hook, bar and inside button closures inside waistband extension for a smoother front 2 front slant pockets 2 back faux welt pockets blind hem tape for easy alterations misses: 27"" inseam petite: 25"" inseam polyester/spandex washable imported"
Made For Life™ Woven Pintuck Jacket - Plus,"Specially woven to stretch and move with you, our colorblock jacket will be the one you reach for when you want lightweight coverage on-the-go. mechanical stretch fabric for comfort piping at front princess seams front zip closure two side pockets approx. 26½"" - 27½"" center back length twill polyester washable imported"
Arizona Double-Pocket Crochet Trim Crossbody Bag,"Fit everything you need and more in this spacious and trendy crossbody bag that has several organizational options. 26"" drop synthetic 100% cotton trim roomy main compartment 2 interior and 3 exterior pockets 11.5Hx9Wx1.5""D imported"
Disney Minnie Mouse Leggings - Girls 7-16,These ultra-soft leggings add signature Minnie Mouse glamour to any laidback look. elastic waist polyester/spandex washable imported
Nike® KO Poly Fleece Pant,"Ramp up the comfort with these Therma-FIT fleece pants from Nike, which wick away moisture while helping to keep you warm and insulated.   Therma-FIT fabric wicks away moisture to help keep you warm and dry sits just below the waist elastic waist with drawcord straight leg two side seam pockets open bottom with stretch drawcord polyester washable imported  "
Melissa & Doug® Teddy Wear,"With buttons, zippers, buckles and laces, this cuddly teddy bear with a removable outfit is sure to keep your kid busy. fabric/polyfill stuffing/plastic 13½x9¾x3¾"" 18 months+ imported  "
GE Profile™ 1.7 Cu. Ft. Convection Over-the-Range Microwave Oven With Vortex Venting System,"true Get the convenience of convection cooking with this over-the-range microwave oven. The convection setting can be chosen when baking or browning is desired. And, it's easy too: just set the controls to the recipe and the oven automatically converts it to proper convection settings. 1.7 cu. ft. capacity 1000 microwave Watts 3-speed, 300-CFM Vortex venting system quickly removes smoke, steam and odors sensor cooking controls automatically adjusts time and power easy-set control dial to adjust time and temperature removable oven rack"
Xersion™ Performance Pants - Girls 7-16,"Great for any active day, these pants fit tight against the leg to give her maximum performance. side-stripes polyester/spandex washable imported"
Made for Life™ Secretly Slender Capri Pant - Plus,"The fantastic fit of our Made for Life capris will have you wearing them for lounging as well as fitness.   mid rise shirred hem with tie 21"" inseam black: cotton/spandex charcoal: cotton/polyester/spandex washable imported"
JF J. Ferrar® Plaid Tie and Tie Bar Set - Slim,"A timeless plaid pattern lends panache to this slim tie from JF J. Ferrar. includes slim tie and tie bar 2¾"" wide; 58"" long polyester spot clean imported"
Rug Doctor® Portable Spot Cleaner,"Designed for quick and easy cleanup anytime, anywhere, this portable spot cleaner features a motorized brush for a deep-down clean.   10-amp motor has twice the suction of most other portable spot cleaners carpet-friendly wheel and retractable handle make it easy to maneuver slim design fits easily on stairs removable, clear water tanks 64-ounce return tank capacity flexible 5.5' hose with compact storage 15' cord with no-tangle cord wrap Plastic/metal. Measures 45.6x16x10.9""H. Empty tanks after use and rinse with water. Imported."
St. John's Bay® Long-Sleeve Wrinkle-Free Shirt,"There's nothing quite as versatile as our St. John's Bay long-sleeve button-front shirt. wrinkle free long sleeves button front approx. 29½"" length 100% cotton washable imported"
Liz Claiborne® Windsor Tote,"Be ready for whatever comes your way with this Windsor tote, perfect for carrying all the necessities for tackling the day. top handle; 7"" drop magnetic snap closure synthetic with polyester/rayon lining 1 exterior slide pocket 3 interior slide pockets, 2 zip pockets and 1 compartment 10.75Hx18Wx6.125""D imported"
Van Heusen® Woven Pajama Pants–Big & Tall,Rest and relax in all-cotton comfort with these plaid woven pajama pants from Van Heusen. big and tall fit sits at waist elastic waist with matching drawstring hidden button fly side-seam pockets flat front hemmed cotton washable imported
Spalding® Classic Pullover Hoodie,"From cool-weather runs to cheering your favorite team, stay comfortably stylish in this colorblock hoodie from Spalding. Therma-Power technology helps keep you warm and dry loose fit drawstring hood with contrast-colored mesh lining long sleeves left chest logo embroidery kangaroo pocket polyester washable imported"
Herbivore Pink Clay Gentle Cleanse Clay Soap Bar,"What it is: A gentle, clay-based bar soap for face and body with the light scent of natural citrus and floral. What it is formulated to do: This bar soap features French pink clay, which is known for drawing out impurities without drying skin. It is a gentle, skin-softening cleanser that is suitable for both face and body, with a pleasant citrus and floral scent and a silky smooth texture. This formula is excellent for all skin types. What it is formulated WITHOUT: - Parabens - Sulfates - Phthalates What else you need to know: This product contains absolutely no artificial ingredients, fillers, alcohol, animal ingredients, fragrances, artificial colors, or unnatural preservatives. Each ingredient is included for a therapeutic reason. No animal testing is conducted on Herbivore’s products or ingredients. Suggested Usage: -Lather with water between hands, and apply generously to face and body. -Rinse. Size:4 ozIngredients:-French Pink Clay: Gently detoxifies and supports cell renewal, skin rejuvenation, and elasticity. -Rose Geranium Essential Oil: Soothes and balances both dry and oily skin. Saponified oils of Coconut Oil, Olive Oil, Sustainable Palm Oil, White Kaolin Clay, French Pink Clay, Rose Geranium Oil, Blood Orange Oil."
My Little Pony Short Sleeve Tee 1My Little Pony Short-Sleeve Tee - Toddler Girls 2t-4t,"Give her a cute, casual look in our comfortable My Little Pony tee.  crewneck short sleeves front graphic cotton/polyester washable imported"
Stafford® Travel Sharkskin Suit Pants - Slim Fit,Comfort and style unite with a pair of dress pants that are perfect for the office.   slim fit flat front 2 front and 2 back pockets zipper and inside hook-and-bar closure wool/polyester washable imported
"Arizona Bermuda Shorts - Girls 7-16, Slim and Plus","Sunshiny days call for the easy-match comfort of these laidback bermuda shorts from Arizona. adjustable elasticized waist zip fly with button closure 8"" inseam. Measurements relate to regular size 10, other sizes will vary 5-pocket styling cotton/spandex washable imported"
tarte Rainforest of the Sea™ Water Foundation Broad Spectrum SPF 15,"This product will be available for all clients online on February 29 and in stores on March 14. What it is: A lightweight, full-coverage hydrating foundation infused with tarte's Rainforest of the Sea™ complex and non-chemical SPF 15 sunscreen. What it is formulated to do: Deliver the ultimate in hydration-boosting coverage with tarte’s 12-hour water foundation. The concentrated, full-coverage fluid formula features 20 percent water to quench dry skin as it covers and masks any redness, dark spots, and uneven skintone while softening the look of pores and fine lines. The custom dropper applicator delivers the perfect level of moisture-rich coverage in an array of shades to match any skintone. Powered by tarte’s antioxidant-packed Rainforest of the Sea™ complex and non-chemical SPF 15 sunscreen, the hypoallergenic formula helps restore, brighten, and defend skin from free radical damage and early signs of aging for a smooth, soft, radiant complexion. What it is formulated WITHOUT: - Parabens - Phthalates What else you need to know: This product is hypoallergenic and dermatologist tested. Research results: In a consumer use study, immediately upon application: - 97% of women said their skin appeared smoother and softer - 97% of women said their skin appeared brighter - 97% said their skin appeared more radiant Suggested Usage: -Using the dropper applicator, dispense directly onto a foundation brush, then gently buff into skin in circular motions. -For light coverage, use one to two drops. -For medium to full coverage, use three to four drops. -For the perfect airbrushed effect, apply with tarte’s double-ended foundation brush (sold separately), designed to target and blend the moisture-rich formula all over the face. Size:1 ozIngredients: -Rainforest of the Sea™ complex (a proprietary blend of algae and marine flower extracts): Helps reduce the appearance of fine lines and wrinkles while smoothing and softening the skin’s appearance. -Vitamin E: Acts as a natural preservative, emollient, and antioxidant. Water, glycerin, isododecane, cyclopentasiloxane, phenyl trimethicone, nylon-12, dipropylene glycol, caprylic/capric triglyceride, cyclohexasiloxane, SD Alcohol 40-B, aluminum starch octenylsuccinate, butylene glycol, cetyl PEG/PPG-10/1 dimethicone, magnesium sulfate, alumina, PEG-9 polydimethylsiloxyethyl dimethicone, silica, talc, iron oxides, sorbitan isostearate, stearalkonium hectorite, polyglyceryl-4 isostearate, hexyl laurate, aluminum hydroxide, stearic acid, caprylyl glycol, propylene carbonate, dimethicone, hydrogen dimethicone, phenoxyethanol, triethoxycaprylylsilane, tocopheryl acetate, 1,2-hexanediol, cocos nucifera (coconut) oil, algae extract, gardenia tahitensis flower extract, tocopherol."
Womens 14K Gold 3mm Wedding Band,"Gold wedding band says ""forever"" with classic domed styling. 3mm wedding band in polished 14K yellow gold.   Metal: 14K yellow gold Width: 3mm Jewelry photos are enlarged to show detail.  "
Van Heusen® Shaded Stripe Tie,"Stripes of various colors create an overall look that works well with your favorite dress shirts.   3¼"" wide silk dry clean imported"
Skechers® Sure Track Slip-On Womens Sneakers,"Our sneakers feature a memory foam insole and a Relaxed Fit® design for a roomy, comfortable fit.  technology Relaxed Fit design construction leather upper slip-resistant rubber sole details slip on memory foam insole"
Paley Rod-Pocket Lined Curtain Panel,"This tonal curtain panel features embroidered ribbon swirl details and has light-filtering properties for a beautiful room ambiance. available in soft, cool colors for easy room matching lined for enhanced weight and feel 1.25"" rod pocket and back tabs ensures simple installation 84x50""L sold individually polyester washable imported"
Kultz Book of Paper Airplanes 40-Page Book Kit,"Paper Airplanes Kit is a step-by-step guide to build amazing paper airplanes. Kit includes: 40 sheets of flight-tested, ready-to-fold paper printed on both sides in a variety of colorful patterns recommended for ages 6 and up spiral-bound: 55 pages imported  "
Cortland Intimates Waist-Cincher Briefs - 6613,Shed inches off you mid-section in these waist-cincher briefs with tummy control.   high waist back support nylon/spandex washable imported
Fields of Flower Poppy Canvas Wall Art,"Add a gorgeous element of nature to your space with this canvas wall art and its dramatic presentation of beautiful red poppies bathed in sunlight. museum-quality print on gallery-wrapped canvas great for indoor display in any room UV coating helps protect against fading 1½"" MDF stretcher bars mounting hardware included  Canvas/MDF/metal. Measures 20x16""H. Made in America."
Van Heusen® Woven Pajama Pants - Big & Tall,Rest in all-cotton comfort with these comfy woven pajama pants from Van Heusen. flat front elastic waist with drawstring side-seam pockets 100% cotton washable imported
Liz Claiborne® Orange Gold-Tone Double-Drop Earrings,"Orange squares and rectangles add interest to these classic double-drop earrings.   Metal: Gold-tone metalStones: Orange stonesBack: WireDimensions: ⅝"" long Jewelry photos are enlarged to show detail."
Leading Lady® Baby Sees It Wireless Nursing Bra,"Cool, breathable cotton nursing bra with wire-free comfort.  pull-down panel reveals print to visually stimulate baby while nursingwide cushion straps for non-stretch supportdouble lined cups for extra absorptioncotton/spandex back cotton lining hand wash, line dry imported manufacturer's style #6401"
Izzo Swami Sport Golf GPS,"Our Swami sport GPS delivers fast, accurate performance in a compact design. Its slim profile fits easily in your pocket or on your golf bag. pre-loaded with 30,000+ worldwide courses no computer downloads or annual subscription required displays distances, hole number, par and time large, vibrant 1.8"" easy to read display rechargeable lithium-ion battery lasts up to two rounds durable and water resistant includes carabineer and USB charging cable plastic 8.4x6x1.1""H wipe clean imported"
Nostalgia Coca-Cola® Slush Machine,"Create delicious slushes anytime with this retro-inspired slush machine. perfect for a variety of frozen drinks convenient countertop design clear mixing chamber tank detaches from base for easy cleanup easy-pour spout and convenient cord storage cup rest catches drips plastic/metal hand wash 9x9.5x18""H; 32-ounce capacity imported"
Despicable Me Graphic Tee - Preschool Boys 4-7,"Featuring sewn-in straps on the sleeves, this jersey-knit Despicable Me graphic tee is sure to become a new favorite. crewneck short sleeves screen-printed graphics 100% cotton washable imported S=4, M=5/6, L=7"
Call It Spring™ Addney Mens Lace-Up Oxfords,"Our oxfords have a hip, urban style and can easily pair with work or casual ensembles.  plastic upper rubber sole lace up CALL IT SPRING IS AN ALDO GROUP BRAND."
Xersion™ Cotton Capris,"The combination of comfort and flexibility in our Xersion capris gives you the power to push yourself harder and relax more deeply. mid rise key pocket no-chafe seams quick dri fabric 19½"" inseam cotton/spandex washable imported"
Arizona Short-Sleeve Solid Polo - Toddler Boys 2t-5t,"Comfortable, versatile and stylish, this short-sleeve polo is sure to make your little one more adorable than ever.●    polo collar●    button placket●    cotton/polyester●    washable●    imported  "
Bakers Dreamer Ankle-Strap Heeled Sandals,"Stop traffic in our sky-high ankle-strap sandals featuring soft satin fabric and shiny acrylic accents. polyester/acrylic 4¼"" heel buckled strap rubber sole"
Carter's® Pirate 4-pc. Pajama Set - Baby Boys newborn-24m,"This 4-piece pajama set, featuring fun allover printed graphics, will be fun for bedtime mix-and-matching and cozy slumber. includes 2 short-sleeve tops and 2 pants ribbed neckline no-pinch elastic waistband 100% cotton washable imported For child’s safety, garment should fit snugly. This garment is not flame resistant. Loose-fitting garment is more likely to catch fire."
Studio™ Latitude Grommet-Top Curtain Panel,"An effortless way to dress your windows, the Latitude curtain panel adds an inspiring touch of character to any space.   grommet-top styling offers a relaxed look 1"" side hem; 3"" bottom hem available in a variety of inviting, nature-inspired colors Sold individually. Polyester. Washable. Imported."
Hanes® 3-pk. Short-Sleeve X-Temp® Comfort Cool™ Tee,Our Hanes tee features X-TEMP technology to help control your temperature during the most intense activity. includes 3 shirts v-neck short sleeves X-TEMP wicking and cooling Tagless® rayon/polyester washable imported
Chesapeake Merchandising Giraffe 2-pc. Bath Rug Set,"Give your bathroom a fun, exotic style with these giraffe-print bath rugs.●    durable machine-tufted plush cotton●    anti-skid Latex® backing●    washable●    imported2-piece set includes:●    21x34"" bath rug●    24x40"" bath rug  "
Champion® Vapor Short-Sleeve Tee - Big & Tall,Our tee features soft-hand fabric made with Champion Vapor moisture-wicking technology to keep you cool and dry.  crewneck short sleeves Champion Vapor moisture-wicking technology polyester washable imported
ZeroXposur® Stalk Mesh Action Tankini Swim Top,"Sunny yellow trim pops off the black and white zebra print of our tankini swim top for a sporty look that'll get you noticed at the beach or the pool. racerback soft cups partially lined knit nylon/spandex polyester lining hand wash, line dry imported"
"Sophisticates 14"" Round Serving Tray","A rim around the exterior edge of this heavy-duty 14"" round serving tray prevents glasses from sliding off.   black with brushed gold great for indoor or outdoor entertaining Plastic. Measures 14"" in diameter. Dishwasher safe. Made in America.  "
Damask Indoor/Outdoor Rectangular Rug,"Freshen up your foyer, hallway or patio, adding luster, warmth and richness with these highly durable, woven indoor/outdoor rugs. Their intricate, damask pattern will build visual interest and bring traditional-style elegance to your setting.   mold and mildew resistant easy-care fibers flat-weave design for a low profile heat set for long-lasting colors machine-made construction highly durable polypropylene crafted in Egypt 0.156"" pile height; 0.25"" overall thickness Stain Resistant: Yes Fade Resistant: Yes Slip Resistant: YesRug Backing: PolypropyleneFire Retardant: Yes Rug Pad Recommended: Rug pad is recommended to improve slip resistance and protect underlying surfaces.Use: Indoor/outdoorCare Instructions: Spot clean Origin: Imported "
Star Wars® Stormtrooper Kids Flashing and Sound Digital Watch,"With a Stormtrooper on the dial, this flashing and sound watch will help him keep track of time with its easy-read digital format. A colorful print strap finishes its fun look.   Dial Color: Multicolor Strap: Multicolor plastic Bracelet Dimensions: 230mm long; 15mm wide Model No.: SWCKD318FLS   Jewelry photos are enlarged to show detail."
Sleeper Possibilities Roll-Arm Queen Sofa,"With a tight back, roll arms and welt detailing, this sleeper sofa makes the most out of your space while providing a comfortable place for guests to spend the night.   kiln-dried, laminated wood frame joined with two 16-gauge cords tempered steel spring system cushions filled with upholstery foam wood legs includes a queen innerspring mattress and 2 printed accent pillows Queen mattress options: Basic: 4¾"" overall thickness with a low-melt fiber insulator that is needle punched for increased strength and 13½-gauge, high-carbon steel springs. All materials are surged for additional strength to prevent slippage. Memory Foam: 4½"" overall thickness with a 1"" premium Enso PurGel memory foam layer on top of a 3½"" layer of polyester support foam. The PurGel memory foam is cool and comforting thanks to its optimum temperature control.  Dreamquest: 6¼"" overall thickness with a low-melt fiber insulator that is needle punched for increased strength and 13½-gauge, high-carbon steel springs. All materials are surged for additional strength to prevent slippage. AirDream: 11"" overall thickness with innovative technology that combines spring coil support with a cushioning layer of air. This mattress also features adjustable firmness with a push of a button—it inflates in less than 60 seconds. Fabric options: Microsuede: 100% polyester, woven from extra-fine fibers to provide a superior feel, gentle drape and incredible softness. Feels like suede to the hand. Nina: 100% polyester, which provides high strength and resistance to shrinking, stretching and wrinkles. Feels like velvet to the hand. Buster: Chenille cloth made from 69% polyester/31% polypropylene. Woven into a tufted velvety cord or yarn, it feels like a velvety raised rib to the hand. Halo: 100% polyester, which provides high strength and resistance to shrinking, stretching and wrinkles. Feels like a finely ribbed microfiber to the hand. Hayden: 100% polyester, which provides high strength and resistance to shrinking, stretching and wrinkles. Feels like linen to the hand.  Spot clean with a clean, damp cloth or have professionally cleaned. Measures 81Wx35Dx33""H with a 20"" seat height, 22"" seat depth and 13"" seat back height. Made in America. All colors are Custom Order with the exception of Microsuede Chocolate with the Basic Mattress. Custom Orders must be cancelled by the next business day following the transaction to receive a full refund of the deposit. Furniture Custom Orders cannot be returned after delivery and acceptance."
Waverly® Wailea Coast Double Seat Outdoor Cushion,"Relax with ease and enjoy sunny afternoons on this cushion designed for your outdoor furniture. relaxing tropical floral print polyester with polyester foam fill washable 19x44x2.5""H imported"
Robbie Bee® Cap-Sleeve Textured Fit-and-Flare Dress - Petite,"Our charming texture knit dress with gently flared silhouette adds girlish whimsy to your everyday look. 36"" length from shoulder knit polyester/spandex machine wash, line dry imported"
Made For Life™ Quick-Dri Knit Pants,"You'll be on the move in comfort in our breathable, moisture-wicking relaxed-fit mesh pants. Quick-Dri® moisture-wicking fabric helps keep you dry mid rise front pockets straight legs polyester washable imported"
Straight-Bottom Split Nappa Leather Jacket,"Take on the cold in the coolest way possible in this classic, black leather jacket. midweight warmth zip front 2 handwarmer pockets interior pocket straight hem 100% leather professional leather clean only imported"
Alder Creek Soup for Two Gift Basket,"Share holiday warmth with this thoughtful Soup for Two gift basket. Includes delicious soups, sweet treats to savor afterwards and mugs and a basket that can be enjoyed for years to come. Set includes: Brown & Haley Chocolate Graham (.7oz) Lindt Assorted Truffles (2) Wind & Willow Grilled Cheese & Tomato Soup Mix (1.6oz) Wind & Willow Broccoli Cheddar Soup Mix (1.6oz) Brown Mugs (2) Black Pepper Water Crackers (8oz) Ceramic mugs; hand wash. Gift set is 2½lbs; 12½x10x6½"". Made in America. "
Stafford® Executive Super 100 Wool Black Stripe Flat-Front Suit Pants - Classic,"Suit up in sophisticated style with the crisp, clean lines of Stafford's black stripe suit pants.   flat front 100% wool lining: polyester dry clean only imported"
Dockers® Long-Sleeve Solid Chambray Shirt,"Do laidback right in this cotton chambray shirt from Dockers, an easy match for everything from chinos to jeans. button-down collar left chest pocket with logo embroidery button front box pleat back long sleeves cotton washable imported"
CLOSEOUT! Royal Velvet® Azure 2-Pack Curtain Panels,"Dress your windows in this luxurious curtain panel pair featuring a faux-linen textured fabric. includes two tiebacks lined for an enhanced weight and feel Measures 84x84'L. Panels are sold in pairs; stated measurement is combined width of both panels. Valance sold separately. 3"" rod pocket. Polyester with polyester lining. Dry clean. Imported.  "
1/4 CT. T.W. Diamond 10K White Gold Vintage-Style 3-Stone Promise Ring,"Promise her unending love with this ring featuring three stones that represent the past, present and future. With fiery brilliance, it’s detailed with pavé-set stones surrounded by tiny-bead milgrain and an eye-catching scroll design along the sides.   Metal: 10K white gold Stones: ¼ ct. t.w. round diamonds, including a 1/10 ct. round center stone Color: H-I Clarity: I2-I3 Setting: Prong and pavé Dimensions: 20.1x3.2mm Gallery Height: 2mm Diamond total weights may vary between .01 and .08 carat. Jewelry photos are enlarged to show detail.  "
Citizen® Mens Two-Tone Stainless Steel Watch BI1034-52E,"Gold, silver and black tones strike the perfect balance on this bold, stainless steel watch from Citizen.   Brand: Citizen® Dial Color: Black Strap: Two-tone stainless steel Clasp: Push-button foldover Movement: Quartz Case Width: 42mm Case Thickness: 9½mm Bracelet Dimensions: 8¼” long, 20mm wide Model No.: BI1034-52E Special Features: date display, luminous hands and markers   Jewelry photos are enlarged to show detail."
Graco® Duet Oasis with Soothe Surround Play Yard,"Make the most of your precious time with baby by using our Duet Soothe Play Yard, the swing that lets you keep baby by your side. This ingenious swing has a seat that doubles as a rocker, giving you the flexibility to move around the house while keeping baby cozy and close. in swing mode, 3 seat positions give baby the option to sway side-to-side or swing back-and-forth in rocker mode, the carry handle makes it simple to keep baby by your side optional plug, vibration and music plug in will save you on electricity or use batteries for convenience vibration with 2-speed settings swing: for infants 5.5-30 lbs. rocker: for infants 5.5-18 lbs. swing: 33x34x43""H rocker: 28x22.5x30""H batteries required meets CPSC standards; meets FMVSS213 standards; FFA approved polyester/metal/plastic/foam clean with soap and water"
Xersion™ Compression Slider Shorts,Enjoy ultimate comfort and style while you work out with the sharp design of these Xersion slider shorts. elastic waistband slim compression fit polyester washable imported
Bulwark® Baselayer With Mesh Gusset Shirt,"When fitness is key but the weather is not cooperating, our Bulwark baselayer shirt is a quick fix, giving you additional coverage with a thin profile for layering options.   crewneck short sleeves mesh full side seam gusset flame resistant cotton/polyester washable made in America      "
