VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-01-14 10:33:37,2017-01-14 10:38:09,1,0.66,1,N,170,186,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2017-01-05 13:32:02,2017-01-05 13:49:46,1,1.98,1,N,140,143,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,2017-01-15 07:45:51,2017-01-15 07:52:19,6,1.22,1,N,233,186,1,6.5,0.0,0.5,2.0,0.0,0.3,9.3
2,2017-01-25 00:04:01,2017-01-25 00:14:38,2,2.14,1,N,151,42,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2017-01-21 22:47:09,2017-01-21 23:12:34,2,3.59,1,N,79,25,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16
2,2017-01-20 10:48:55,2017-01-20 11:05:22,1,5.78,1,N,107,231,1,20.0,0.0,0.5,4.16,0.0,0.3,24.96
1,2017-01-27 09:47:55,2017-01-27 10:03:23,1,1.6,1,N,142,238,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
1,2017-01-23 08:48:48,2017-01-23 08:55:34,1,0.8,1,N,48,50,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
1,2017-01-30 22:56:48,2017-01-30 23:04:42,1,1.8,1,N,88,144,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2017-01-08 18:06:14,2017-01-08 18:16:04,1,4.9,1,N,88,233,1,15.5,0.0,0.5,3.0,0.0,0.3,19.3
2,2017-01-27 16:11:42,2017-01-27 16:11:45,2,0.0,5,N,264,229,1,60.0,0.0,0.5,15.2,0.0,0.3,76.0
2,2017-01-08 02:32:19,2017-01-08 02:41:44,4,2.08,1,N,137,148,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
1,2017-01-31 12:29:36,2017-01-31 12:34:52,1,0.8,1,N,141,141,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2017-01-26 21:44:10,2017-01-26 21:49:23,1,1.85,1,N,148,256,1,7.5,0.5,0.5,2.64,0.0,0.3,11.44
1,2017-01-07 17:01:31,2017-01-07 17:06:27,1,0.5,1,N,129,264,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2017-01-20 17:49:46,2017-01-20 17:50:31,1,0.2,1,N,24,151,2,3.0,1.0,0.5,0.0,0.0,0.3,4.8
2,2017-01-29 01:13:44,2017-01-29 01:26:33,1,3.08,1,N,148,229,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
2,2017-01-03 21:30:10,2017-01-03 21:39:16,1,1.3,1,N,230,162,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
2,2017-01-27 18:00:20,2017-01-27 18:12:53,1,1.94,1,N,163,236,1,10.0,1.0,0.5,2.0,0.0,0.3,13.8
2,2017-01-22 21:49:14,2017-01-22 21:54:15,2,0.85,1,N,186,50,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2017-01-14 11:21:30,2017-01-14 11:41:46,1,4.16,1,N,162,261,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3
1,2017-01-29 13:31:20,2017-01-29 13:44:15,1,1.8,1,N,211,158,1,10.0,0.0,0.5,2.0,0.0,0.3,12.8
2,2017-01-24 21:46:11,2017-01-24 22:02:23,1,2.02,1,N,163,137,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
1,2017-01-14 15:59:01,2017-01-14 16:01:57,1,0.3,1,N,41,41,2,4.0,1.0,0.5,0.0,0.0,0.3,5.8
1,2017-01-13 21:38:48,2017-01-13 21:44:52,1,1.6,1,N,68,234,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-23 18:44:44,2017-01-23 18:50:02,5,0.77,1,N,125,144,1,5.5,1.0,0.5,1.0,0.0,0.3,8.3
1,2017-01-25 12:49:33,2017-01-25 13:25:08,1,3.1,1,N,186,231,2,21.0,0.0,0.5,0.0,0.0,0.3,21.8
2,2017-01-16 12:00:22,2017-01-16 12:09:50,2,1.76,1,N,88,232,1,8.5,0.0,0.5,2.0,0.0,0.3,11.3
1,2017-01-15 14:43:28,2017-01-15 15:04:21,1,3.2,1,N,262,161,1,15.5,0.0,0.5,1.6,0.0,0.3,17.9
2,2017-01-01 02:21:59,2017-01-01 02:40:13,6,3.19,1,N,230,158,1,14.0,0.5,0.5,1.5,0.0,0.3,16.8
1,2017-01-06 21:38:36,2017-01-06 21:44:21,1,0.8,1,N,148,4,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2017-01-21 16:22:59,2017-01-21 17:00:48,1,20.68,1,N,132,67,1,56.5,0.0,0.5,14.32,0.0,0.3,71.62
2,2017-01-11 21:25:08,2017-01-11 21:29:24,2,1.14,1,N,68,246,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2017-01-15 14:49:22,2017-01-15 15:22:16,5,7.25,1,N,148,181,1,27.0,0.0,0.5,3.0,0.0,0.3,30.8
1,2017-01-10 19:12:01,2017-01-10 19:18:27,1,1.3,1,N,237,239,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3
1,2017-01-05 11:07:16,2017-01-05 11:17:26,1,1.3,1,N,48,163,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
1,2017-01-08 06:58:37,2017-01-08 07:19:50,3,10.2,1,N,79,167,2,28.5,0.0,0.5,0.0,0.0,0.3,29.3
2,2017-01-10 17:29:30,2017-01-10 17:57:10,1,5.51,1,N,87,234,1,23.0,1.0,0.5,4.96,0.0,0.3,29.76
2,2017-01-03 04:21:33,2017-01-03 04:22:04,1,0.09,1,N,79,79,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8
1,2017-01-04 10:56:33,2017-01-04 11:07:45,1,1.4,1,N,48,163,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
2,2017-01-19 09:10:43,2017-01-19 09:29:57,1,2.32,1,N,236,161,1,13.0,0.0,0.5,2.2,0.0,0.3,16.0
2,2017-01-31 14:38:09,2017-01-31 14:47:17,1,2.91,1,N,170,232,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
2,2017-01-24 16:25:46,2017-01-24 16:31:55,1,0.75,1,N,162,100,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-20 23:54:34,2017-01-21 00:11:14,1,4.8,1,N,80,129,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
2,2017-01-12 07:52:02,2017-01-12 08:18:13,1,2.9,1,N,107,140,2,17.5,0.0,0.5,0.0,0.0,0.3,18.3
2,2017-01-10 01:09:54,2017-01-10 01:16:33,2,1.45,1,N,230,50,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
1,2017-01-21 18:21:04,2017-01-21 18:24:50,2,0.7,1,N,237,237,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2017-01-27 04:52:43,2017-01-27 04:58:04,3,1.43,1,N,230,162,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-24 16:05:11,2017-01-24 16:19:47,1,2.43,1,N,142,75,1,11.5,1.0,0.5,1.0,0.0,0.3,14.3
1,2017-01-15 16:00:48,2017-01-15 16:06:47,1,1.0,1,N,186,234,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
2,2017-01-09 02:55:24,2017-01-09 03:01:23,1,2.43,1,N,132,132,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3
1,2017-01-20 15:15:37,2017-01-20 15:44:40,1,5.1,1,N,231,163,1,21.5,0.0,0.5,4.45,0.0,0.3,26.75
1,2017-01-31 10:35:09,2017-01-31 10:48:08,1,2.1,1,N,233,140,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2017-01-09 08:37:04,2017-01-09 09:08:08,3,3.86,1,N,140,234,1,20.0,0.0,0.5,4.16,0.0,0.3,24.96
1,2017-01-08 20:59:40,2017-01-08 21:00:51,1,0.3,1,N,50,246,1,3.0,0.5,0.5,0.7,0.0,0.3,5.0
1,2017-01-14 23:30:04,2017-01-14 23:35:28,1,0.7,1,N,68,249,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15
2,2017-01-15 01:53:42,2017-01-15 01:57:05,2,0.52,1,N,114,113,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
2,2017-01-15 14:47:31,2017-01-15 15:52:30,1,19.28,2,N,132,48,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
1,2017-01-16 09:34:42,2017-01-16 09:39:50,1,1.4,1,N,142,238,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
2,2017-01-26 00:13:38,2017-01-26 00:27:36,1,3.03,1,N,114,162,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25
1,2017-01-30 23:48:18,2017-01-31 00:04:06,1,3.2,1,N,163,79,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75
2,2017-01-05 22:06:35,2017-01-05 22:12:02,1,1.0,1,N,239,142,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
1,2017-01-31 16:45:26,2017-01-31 16:50:29,1,0.7,1,N,230,48,1,5.5,1.0,0.5,1.8,0.0,0.3,9.1
2,2017-01-21 14:51:03,2017-01-21 16:04:28,1,17.53,2,N,132,229,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
1,2017-01-16 13:05:44,2017-01-16 13:08:23,1,0.6,1,N,162,137,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75
2,2017-01-02 20:00:10,2017-01-02 20:17:57,1,5.09,1,N,230,13,1,18.0,0.5,0.5,5.79,0.0,0.3,25.09
2,2017-01-13 22:04:11,2017-01-13 22:09:22,1,1.21,1,N,143,50,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49
1,2017-01-03 21:58:07,2017-01-03 22:03:31,1,1.3,1,N,142,238,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-20 19:09:51,2017-01-20 19:13:16,1,0.41,1,N,234,234,2,4.0,1.0,0.5,0.0,0.0,0.3,5.8
1,2017-01-29 12:00:28,2017-01-29 12:12:13,2,1.6,1,N,170,50,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
1,2017-01-16 23:13:31,2017-01-16 23:17:00,1,0.9,1,N,137,107,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2017-01-18 02:52:10,2017-01-18 03:06:03,1,8.47,1,N,232,7,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8
2,2017-01-11 07:51:55,2017-01-11 07:59:01,1,0.99,1,N,170,229,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49
2,2017-01-14 00:41:55,2017-01-14 01:02:15,1,8.49,1,N,181,36,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3
1,2017-01-13 14:46:41,2017-01-13 14:59:16,1,1.4,1,N,237,238,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2017-01-07 02:33:55,2017-01-07 03:04:17,1,7.4,1,N,148,80,1,27.0,0.5,0.5,4.0,0.0,0.3,32.3
2,2017-01-14 00:24:37,2017-01-14 00:27:10,5,0.41,1,N,237,237,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2017-01-11 21:22:23,2017-01-11 21:29:01,6,0.93,1,N,161,170,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
2,2017-01-05 23:30:03,2017-01-05 23:37:00,1,1.71,1,N,161,236,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
2,2017-01-10 11:46:05,2017-01-10 11:52:41,1,0.83,1,N,141,140,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2017-01-16 18:08:49,2017-01-16 18:19:51,2,1.38,1,N,50,186,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1,2017-01-11 12:28:09,2017-01-11 12:35:39,1,0.5,1,N,237,237,1,6.0,0.0,0.5,1.5,0.0,0.3,8.3
2,2017-01-05 19:46:39,2017-01-05 19:53:31,2,1.5,1,N,238,236,1,7.5,1.0,0.5,1.5,0.0,0.3,10.8
2,2017-01-15 22:05:37,2017-01-15 22:10:19,5,1.16,1,N,161,234,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
1,2017-01-09 20:03:53,2017-01-09 20:09:00,1,1.2,1,N,229,140,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2017-01-29 11:42:18,2017-01-29 11:51:16,6,1.87,1,N,161,234,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
1,2017-01-11 12:49:59,2017-01-11 12:55:41,1,0.9,1,N,50,48,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2017-01-23 19:31:01,2017-01-23 19:37:02,3,1.02,1,N,238,239,1,6.0,1.0,0.5,1.95,0.0,0.3,9.75
2,2017-01-14 18:32:27,2017-01-14 18:37:48,2,0.9,1,N,263,236,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
1,2017-01-04 16:56:34,2017-01-04 17:03:29,1,1.1,1,N,142,239,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3
1,2017-01-26 08:12:36,2017-01-26 08:29:44,1,3.4,1,N,186,13,1,14.5,0.0,0.5,3.05,0.0,0.3,18.35
1,2017-01-29 11:45:30,2017-01-29 11:54:47,2,1.9,1,N,161,234,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
2,2017-01-24 13:47:33,2017-01-24 13:50:09,5,0.54,1,N,211,211,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2017-01-10 04:05:59,2017-01-10 04:28:48,1,9.4,1,N,164,248,1,28.5,0.5,0.5,7.45,0.0,0.3,37.25
1,2017-01-13 06:59:51,2017-01-13 07:06:23,1,1.3,1,N,234,161,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
2,2017-01-17 10:01:03,2017-01-17 10:12:51,1,1.72,1,N,236,141,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
1,2017-01-20 14:52:04,2017-01-20 15:21:12,1,5.2,1,N,107,181,1,21.5,0.0,0.5,4.45,0.0,0.3,26.75
2,2017-01-09 09:24:32,2017-01-09 09:30:30,1,0.45,1,N,230,230,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,2017-01-22 14:18:07,2017-01-22 14:26:46,1,2.14,1,N,68,142,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
1,2017-01-29 19:34:05,2017-01-29 19:36:38,2,0.7,1,N,164,234,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
1,2017-01-06 23:19:13,2017-01-06 23:26:18,3,2.1,1,N,142,238,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2017-01-25 10:38:11,2017-01-25 10:54:18,1,1.6,1,N,68,79,1,11.0,0.0,0.5,2.35,0.0,0.3,14.15
2,2017-01-29 03:46:40,2017-01-29 03:49:48,1,0.39,1,N,148,148,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36
2,2017-01-30 07:04:43,2017-01-30 07:13:51,1,3.8,1,N,262,137,1,12.5,0.0,0.5,1.33,0.0,0.3,14.63
1,2017-01-24 20:11:57,2017-01-24 20:17:22,1,0.6,1,N,234,107,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15
2,2017-01-06 10:12:38,2017-01-06 10:23:29,4,0.77,1,N,230,162,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
2,2017-01-29 01:35:36,2017-01-29 01:48:14,1,2.77,1,N,107,163,1,11.5,0.5,0.5,0.0,0.0,0.3,12.8
1,2017-01-01 22:26:34,2017-01-01 22:41:14,1,3.9,1,N,79,13,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95
2,2017-01-01 00:15:27,2017-01-01 00:18:58,1,0.4,1,N,161,163,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2017-01-26 21:00:24,2017-01-26 21:19:19,1,3.59,1,N,230,75,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16
1,2017-01-02 23:04:36,2017-01-02 23:25:30,1,9.3,1,N,138,107,1,27.0,0.5,0.5,6.75,5.54,0.3,40.59
1,2017-01-05 10:37:55,2017-01-05 10:42:09,1,0.8,1,N,263,237,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2017-01-15 16:30:23,2017-01-15 16:38:45,1,1.19,1,N,107,114,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
2,2017-01-01 23:35:06,2017-01-01 23:42:35,1,1.74,1,N,163,234,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8
2,2017-01-11 20:35:19,2017-01-11 20:43:51,5,1.16,1,N,234,170,1,7.5,0.5,0.5,1.2,0.0,0.3,10.0
1,2017-01-24 16:20:11,2017-01-24 16:32:34,1,1.6,1,N,162,236,1,9.5,1.0,0.5,2.26,0.0,0.3,13.56
1,2017-01-20 01:55:49,2017-01-20 01:59:25,1,1.6,1,N,263,74,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-28 12:32:59,2017-01-28 13:00:21,6,7.19,1,N,68,116,1,26.5,0.0,0.5,0.0,0.0,0.3,27.3
1,2017-01-17 21:02:56,2017-01-17 21:06:41,2,0.6,1,N,163,229,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1,2017-01-08 08:31:04,2017-01-08 08:43:32,4,3.4,1,N,230,144,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-29 00:45:49,2017-01-29 00:57:33,3,2.59,1,N,79,229,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8
1,2017-01-03 08:53:55,2017-01-03 09:05:16,1,1.0,1,N,40,33,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15
1,2017-01-04 19:07:40,2017-01-04 19:51:20,1,16.4,2,N,229,132,1,52.0,4.5,0.5,12.55,5.54,0.3,75.39
2,2017-01-27 18:56:16,2017-01-27 19:05:13,2,1.15,1,N,263,237,1,7.5,1.0,0.5,0.7,0.0,0.3,10.0
2,2017-01-13 18:01:47,2017-01-13 18:48:29,4,11.13,1,N,132,37,1,39.5,1.0,0.5,8.26,0.0,0.3,49.56
2,2017-01-28 10:59:28,2017-01-28 11:13:11,1,1.08,1,N,186,246,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
2,2017-01-07 11:29:06,2017-01-07 11:36:16,1,1.32,1,N,142,230,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-11 16:42:13,2017-01-11 16:57:20,1,1.0,1,N,45,232,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
1,2017-01-07 18:56:27,2017-01-07 19:17:44,1,3.3,1,N,231,164,2,14.5,1.0,0.5,0.0,0.0,0.3,16.3
2,2017-01-23 07:26:27,2017-01-23 07:36:58,1,1.76,1,N,170,140,1,9.0,0.0,0.5,2.94,0.0,0.3,12.74
1,2017-01-06 22:22:05,2017-01-06 22:34:21,1,2.4,1,N,236,142,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1,2017-01-08 23:53:37,2017-01-09 00:00:09,1,1.1,1,N,211,249,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-11 23:00:01,2017-01-11 23:38:11,2,7.68,1,N,107,116,1,28.5,0.5,0.5,7.45,0.0,0.3,37.25
2,2017-01-07 12:37:54,2017-01-07 12:40:27,1,0.4,1,N,164,170,1,3.5,0.0,0.5,1.08,0.0,0.3,5.38
2,2017-01-28 17:53:49,2017-01-28 17:57:07,2,0.63,1,N,162,233,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
1,2017-01-18 21:12:04,2017-01-18 21:25:39,1,2.5,1,N,161,239,1,11.5,0.5,0.5,2.0,0.0,0.3,14.8
2,2017-01-28 18:22:25,2017-01-28 18:27:38,3,0.87,1,N,112,112,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
1,2017-01-19 09:51:24,2017-01-19 10:08:54,1,1.4,1,N,237,164,1,11.5,0.0,0.5,3.05,0.0,0.3,15.35
2,2017-01-27 10:30:28,2017-01-27 11:02:14,1,4.15,1,N,107,238,1,21.0,0.0,0.5,4.36,0.0,0.3,26.16
2,2017-01-05 18:37:46,2017-01-05 18:42:03,1,0.68,1,N,113,158,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3
2,2017-01-11 16:16:08,2017-01-11 16:22:56,1,0.97,1,N,234,161,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3
2,2017-01-10 19:15:50,2017-01-10 19:23:30,1,1.3,1,N,238,166,1,7.5,1.0,0.5,1.0,0.0,0.3,10.3
2,2017-01-09 11:56:10,2017-01-09 12:07:54,1,0.98,1,N,107,90,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2017-01-27 18:05:47,2017-01-27 18:11:28,3,0.8,1,N,170,107,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76
2,2017-01-23 18:23:14,2017-01-23 18:33:32,1,1.74,1,N,90,211,1,9.0,1.0,0.5,3.24,0.0,0.3,14.04
1,2017-01-24 20:29:22,2017-01-24 20:53:37,1,8.9,1,N,87,179,1,27.0,0.5,0.5,5.65,0.0,0.3,33.95
2,2017-01-25 16:08:20,2017-01-25 16:19:43,2,1.31,1,N,68,234,1,8.5,1.0,0.5,1.2,0.0,0.3,11.5
2,2017-01-02 14:03:32,2017-01-02 14:18:46,1,3.36,1,N,229,246,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
2,2017-01-13 08:58:28,2017-01-13 08:58:34,1,0.0,5,N,132,132,1,6.0,0.0,0.0,0.0,0.0,0.3,6.3
2,2017-01-20 02:01:10,2017-01-20 02:10:34,1,2.64,1,N,163,114,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
1,2017-01-18 15:37:43,2017-01-18 15:45:50,1,1.0,1,N,158,234,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
2,2017-01-04 14:07:19,2017-01-04 14:54:19,1,18.38,2,N,246,132,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
1,2017-01-10 21:43:29,2017-01-10 21:50:09,1,1.9,1,N,161,236,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8
1,2017-01-03 14:09:39,2017-01-03 14:21:53,1,1.6,1,N,137,234,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2017-01-28 14:23:25,2017-01-28 14:34:24,2,1.36,1,N,90,211,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,2017-01-23 11:17:31,2017-01-23 12:02:00,1,6.18,1,N,162,262,2,30.0,0.0,0.5,0.0,0.0,0.3,30.8
2,2017-01-20 19:32:19,2017-01-20 19:36:32,1,0.51,1,N,231,231,1,4.5,1.0,0.5,1.26,0.0,0.3,7.56
2,2017-01-28 23:59:48,2017-01-29 00:02:21,1,0.43,1,N,148,79,1,4.0,0.5,0.5,1.0,0.0,0.3,6.3
2,2017-01-06 07:50:04,2017-01-06 08:01:00,1,2.88,1,N,43,234,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2017-01-25 00:46:53,2017-01-25 01:06:29,2,11.03,1,N,138,181,1,31.5,0.5,0.5,6.56,0.0,0.3,39.36
1,2017-01-15 09:06:16,2017-01-15 09:21:54,1,3.4,1,N,264,264,1,14.0,0.0,0.5,3.7,0.0,0.3,18.5
2,2017-01-20 10:57:54,2017-01-20 11:07:56,1,1.46,1,N,236,237,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1,2017-01-27 15:48:01,2017-01-27 15:57:14,1,1.7,1,N,239,263,1,8.5,0.0,0.5,1.5,0.0,0.3,10.8
2,2017-01-01 20:29:27,2017-01-01 20:34:10,2,0.56,1,N,144,125,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2017-01-03 12:35:05,2017-01-03 12:39:18,4,1.51,1,N,263,74,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2017-01-15 08:25:46,2017-01-15 08:35:33,1,1.3,1,N,230,246,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-01-04 18:14:13,2017-01-04 18:17:47,1,0.7,1,N,239,238,1,4.5,1.0,0.5,1.58,0.0,0.3,7.88
2,2017-01-09 15:43:18,2017-01-09 15:54:18,1,1.41,1,N,170,237,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1,2017-01-22 14:50:13,2017-01-22 15:19:31,1,6.8,1,N,43,79,2,25.5,0.0,0.5,0.0,0.0,0.3,26.3
2,2017-01-17 00:10:45,2017-01-17 00:21:38,2,1.69,1,N,249,148,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
2,2017-01-06 19:44:58,2017-01-06 19:59:22,1,3.7,1,N,140,74,2,13.5,1.0,0.5,0.0,0.0,0.3,15.3
1,2017-01-09 15:13:33,2017-01-09 15:24:47,1,1.7,1,N,163,142,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
2,2017-01-17 17:27:17,2017-01-17 17:37:19,1,1.42,1,N,234,144,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76
1,2017-01-11 14:28:10,2017-01-11 14:35:22,1,1.0,1,N,170,161,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75
2,2017-01-27 18:46:38,2017-01-27 19:09:57,2,7.84,1,N,138,258,1,25.0,1.0,0.5,8.04,0.0,0.3,34.84
2,2017-01-28 12:45:36,2017-01-28 12:55:08,1,1.69,1,N,236,237,1,9.0,0.0,0.5,2.0,0.0,0.3,11.8
2,2017-01-17 20:25:53,2017-01-17 20:45:39,5,9.33,1,N,13,263,1,27.0,0.5,0.5,2.83,0.0,0.3,31.13
1,2017-01-26 13:56:59,2017-01-26 14:30:51,1,4.8,1,N,114,140,1,23.0,0.0,0.5,2.0,0.0,0.3,25.8
2,2017-01-10 09:16:30,2017-01-10 09:28:16,1,1.15,1,N,234,90,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2017-01-23 22:17:09,2017-01-23 22:24:00,4,0.88,1,N,48,164,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49
2,2017-01-25 16:12:52,2017-01-25 16:17:13,1,0.35,1,N,113,114,1,4.5,1.0,0.5,1.58,0.0,0.3,7.88
2,2017-01-27 22:27:51,2017-01-27 22:36:18,5,1.25,1,N,41,74,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2017-01-30 09:41:47,2017-01-30 09:59:34,1,2.75,1,N,246,231,1,13.5,0.0,0.5,2.0,0.0,0.3,16.3
1,2017-01-24 16:36:29,2017-01-24 16:36:39,1,0.0,1,N,146,146,4,2.5,1.0,0.5,0.0,0.0,0.3,4.3
2,2017-01-25 18:04:34,2017-01-25 18:06:15,1,0.63,1,N,239,142,1,4.0,1.0,0.5,1.16,0.0,0.3,6.96
2,2017-01-15 11:42:20,2017-01-15 12:00:21,1,1.77,1,N,48,50,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-26 11:30:04,2017-01-26 11:40:58,5,1.29,1,N,163,186,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2017-01-01 18:22:06,2017-01-01 18:37:17,1,1.06,1,N,164,161,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
1,2017-01-09 14:46:37,2017-01-09 14:54:41,1,1.7,1,N,79,162,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2017-01-25 11:52:47,2017-01-26 11:16:31,5,2.9,1,N,263,107,2,16.0,1.0,0.5,0.0,0.0,0.3,17.8
2,2017-01-07 15:04:16,2017-01-07 15:21:02,1,0.93,1,N,231,148,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2017-01-21 15:56:48,2017-01-21 16:00:17,1,0.66,1,N,263,236,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
