SqFtTotLiving,SqFtLot,Bathrooms,Bedrooms,BldgGrade,AdjSalePrice
2010,5117,2.5,4,7,300311.0
1910,4862,2.5,4,7,375527.0
2960,5054,2.5,4,9,457777.0
2960,5000,2.5,4,9,464635.0
2960,5361,2.5,4,9,457016.0
3190,5307,2.5,4,9,487777.0
2960,5014,2.5,4,9,445736.0
2960,5000,2.5,4,9,449566.0
3190,5000,2.5,4,9,471223.0
1890,4339,2.5,4,8,312065.0
910,9000,1.0,2,6,308772.0
1880,9000,3.25,3,7,429797.0
910,9000,1.0,2,5,206318.0
910,9000,1.0,2,5,261184.0
1180,9000,1.5,3,6,349753.0
1180,9000,1.5,3,6,364693.0
1180,9000,1.5,3,6,231109.0
2400,8768,2.5,4,8,625863.0
2230,7350,2.75,4,8,695876.0
3030,7324,2.75,3,8,741476.0
3650,10588,2.25,4,11,863958.0
2717,4513,2.5,4,8,415664.0
1450,7700,2.0,3,7,285011.0
2200,8906,3.25,4,7,304677.0
1500,10652,2.5,3,7,340130.0
1500,10652,2.5,3,7,267794.0
1640,9350,2.0,3,7,327949.0
1460,6820,2.0,3,7,347618.0
1620,7725,2.0,4,7,330910.0
2180,7820,2.5,3,7,358824.0
1420,11391,1.0,3,6,316099.0
1940,6629,2.5,3,7,335238.0
1590,8449,2.5,3,7,331289.0
1750,7902,2.5,4,7,325399.0
2430,8525,4.0,6,7,418462.0
2430,8525,4.0,6,7,285255.0
1860,6607,2.5,3,7,329955.0
1940,7502,2.25,4,7,355134.0
1210,9699,2.0,3,7,294422.0
1810,11398,2.5,3,7,354639.0
1640,6735,2.5,3,7,326197.0
1940,7094,2.25,4,7,253521.0
2180,6850,2.25,3,7,477458.0
2050,6705,2.5,4,7,480656.0
1600,7280,2.25,3,7,404685.0
1750,6120,2.5,4,8,529806.0
1550,5564,2.5,3,8,390003.0
1510,5319,1.75,2,8,428049.0
1510,4500,1.75,2,8,434993.0
1960,6500,2.25,3,8,455207.0
1720,5842,1.75,2,8,410947.0
1860,5900,2.5,2,8,508852.0
1380,6851,1.75,3,8,457830.0
1850,7056,1.75,3,8,445902.0
2810,10433,2.5,4,8,378031.0
2910,5802,2.75,4,7,452145.0
2970,9266,2.5,5,8,741036.0
2720,10946,2.25,5,8,679619.0
2720,10946,2.25,5,8,826548.0
2890,8700,2.5,3,9,722885.0
2770,9340,2.25,4,9,904675.0
2190,7349,2.25,4,8,655738.0
2510,8823,1.75,3,8,554752.0
2300,9914,2.25,3,8,757576.0
2130,7015,2.25,4,8,616347.0
1740,11754,1.75,3,8,543314.0
1570,6740,1.5,3,7,298744.0
1050,7577,1.0,3,7,211260.0
1050,7577,1.0,3,7,210967.0
5500,11407,4.5,5,11,3149342.0
3960,16534,4.0,4,11,976541.0
1580,9382,1.75,4,7,849368.0
4460,16953,3.5,4,9,1514969.0
3030,11987,3.0,5,8,1219221.0
3250,16684,2.25,4,9,1533313.0
1030,5934,1.0,2,7,481848.0
2320,7620,3.0,4,7,827105.0
2720,8819,2.0,4,8,413819.0
2500,11659,2.75,4,9,575356.0
2500,11659,2.75,4,9,364489.0
3120,9587,2.5,3,8,634882.0
2370,9679,2.5,4,8,598124.0
1890,13000,1.75,3,8,581208.0
1920,8259,2.25,4,8,641852.0
1950,9342,2.25,4,8,589767.0
1670,5009,2.5,3,8,341570.0
1300,7735,1.75,3,7,272372.0
1580,7875,1.75,3,7,298209.0
1650,7875,2.5,3,7,299636.0
1070,8352,1.5,3,7,267441.0
1150,8686,1.5,3,7,349346.0
1130,4445,2.25,3,8,605107.0
3490,11000,3.5,5,9,1405854.0
1680,13751,1.5,3,7,643862.0
3400,13500,3.0,5,8,900035.0
3980,13500,3.25,5,9,837969.0
3590,10627,2.75,5,9,924107.0
2120,10009,2.5,4,9,833666.0
2120,10009,2.5,4,9,909089.0
2310,9900,2.25,5,8,865694.0
2600,10800,2.5,5,9,963656.0
1950,10800,1.75,4,8,867304.0
3010,9800,2.25,4,9,1033460.0
3360,15982,3.0,4,9,1170452.0
4040,11732,4.5,6,9,1181816.0
6410,31140,3.25,4,12,3383085.0
2470,10713,3.5,3,9,1426682.0
2260,13600,2.5,4,8,817202.0
2670,13600,3.25,5,8,898595.0
2810,13556,2.25,4,8,891803.0
1960,13200,1.75,4,8,876838.0
3000,12827,3.0,4,9,1013035.0
2320,12416,2.25,5,9,873724.0
3580,15118,2.5,5,9,1205540.0
2180,9726,1.75,4,9,911223.0
2390,10244,2.25,4,9,861902.0
2350,5386,2.75,4,10,988382.0
3420,8000,3.5,5,10,1505913.0
3420,8000,3.5,5,10,1651169.0
1370,7700,1.5,4,8,791023.0
1410,8939,2.25,3,8,694526.0
3160,8000,2.5,5,7,898595.0
5410,10486,5.0,5,11,2421702.0
4150,8550,4.0,5,11,2064315.0
4440,14862,2.5,5,9,1235088.0
3370,8906,3.5,4,9,1727673.0
2830,16300,2.75,3,8,801576.0
3730,7071,3.25,4,11,2295549.0
5980,7680,5.0,6,10,3340198.0
3070,4480,1.5,3,8,866311.0
1000,1760,1.0,2,7,502052.0
1000,1760,1.0,2,7,531206.0
2580,2802,3.0,5,7,806311.0
1660,1545,2.5,3,9,802828.0
1660,1545,2.5,3,9,771063.0
1810,1159,2.25,3,9,767704.0
1320,1381,2.25,3,8,571803.0
3380,3700,4.25,4,9,1620624.0
1540,932,2.0,2,8,589194.0
2170,2400,3.0,5,7,754746.0
2230,3200,1.75,4,7,631998.0
2400,3520,3.75,4,7,865054.0
3030,2489,3.25,5,7,913433.0
1790,1525,2.5,3,8,610388.0
1380,1324,1.5,2,8,606960.0
1480,1295,2.25,3,7,619323.0
2100,7350,3.0,4,8,832460.0
2960,8430,2.0,5,8,785560.0
2340,8532,2.5,3,8,689404.0
1970,9188,2.75,5,8,759687.0
1670,9600,1.75,3,8,618891.0
2060,9953,2.25,3,8,734476.0
3520,8000,2.75,4,10,1442700.0
3520,8000,2.75,4,10,1588075.0
4440,9270,4.0,5,10,1064230.0
1660,9471,1.5,4,7,291670.0
1320,9345,1.0,3,7,190432.0
1140,8645,1.5,3,6,275469.0
1508,8554,1.5,3,6,240503.0
3180,15061,2.75,4,8,1004633.0
3180,15061,2.75,4,8,1138016.0
2260,5839,1.0,3,7,399516.0
1460,8212,1.0,3,7,381487.0
1810,8444,1.5,3,8,445171.0
1600,29200,2.25,3,7,310929.0
1600,29200,2.25,3,7,312245.0
1530,13612,1.75,3,7,272486.0
1940,2369,1.5,3,7,237862.0
1780,2636,2.5,0,7,255476.0
1230,1561,1.5,2,7,212736.0
1230,1561,1.5,2,7,97433.0
1660,3049,2.5,3,7,257878.0
1230,1509,1.5,2,7,216986.0
1230,1509,1.5,2,7,122694.0
1900,2351,2.5,3,7,291073.0
1230,1561,1.5,2,7,199613.0
1660,3154,2.5,3,7,247517.0
1230,1664,1.5,2,7,201801.0
1680,5762,2.0,4,7,333413.0
1360,6082,2.0,3,7,294827.0
2050,5356,2.5,3,7,344780.0
1310,5460,2.0,3,7,266381.0
1610,5050,2.5,3,7,355672.0
2020,6205,2.25,3,7,360724.0
1310,4880,2.5,3,7,339269.0
1290,5128,2.0,3,7,306698.0
2090,7500,2.25,3,7,321583.0
2090,9702,2.75,4,7,385773.0
1490,7715,2.25,3,7,353468.0
2400,19923,2.75,4,7,492207.0
1670,12825,1.75,3,8,338238.0
2140,13216,2.25,3,9,472871.0
1780,13095,1.75,3,9,400413.0
1300,11300,1.0,3,7,301841.0
1920,13685,1.0,3,7,257457.0
950,11475,1.0,3,7,244175.0
1790,19177,2.5,4,7,307652.0
2290,8250,3.0,4,9,507039.0
2740,8250,4.0,4,9,466482.0
1600,9921,2.5,4,7,332844.0
1650,5626,2.5,4,7,105301.0
2150,6232,2.5,4,8,368120.0
2210,5929,2.5,4,8,340102.0
2200,5709,2.5,3,8,420967.0
1850,6270,2.0,4,8,377373.0
2080,8069,2.0,5,7,399260.0
1360,7946,1.75,3,7,455111.0
960,9576,1.0,3,7,280006.0
2170,15000,2.25,3,8,361504.0
2040,14383,2.25,4,8,454866.0
2750,15450,3.25,5,8,443375.0
2360,14950,2.25,3,9,363994.0
3800,33825,2.25,3,10,655645.0
1580,14706,1.75,3,8,436153.0
2950,15540,2.75,4,8,550820.0
2530,14400,2.5,5,8,455068.0
3160,12408,2.5,4,9,462136.0
3140,12792,2.5,4,9,549246.0
2760,21465,2.0,4,9,476542.0
3000,17500,2.0,4,9,374028.0
2020,13530,2.25,3,8,415556.0
2260,18850,2.25,4,9,492805.0
2160,9874,2.25,3,7,344990.0
1430,9600,1.75,3,7,281508.0
2270,10600,2.5,4,7,399430.0
2840,7199,3.0,5,7,319267.0
2140,7785,2.5,4,6,171146.0
3220,9375,3.25,4,8,413039.0
940,4080,1.0,2,7,511227.0
3030,29163,2.5,4,10,877534.0
1200,6275,1.75,3,7,283658.0
4640,15235,3.5,7,11,1678403.0
1720,10500,2.0,4,7,489675.0
1260,7614,1.5,3,8,432456.0
1320,9245,1.5,3,7,390642.0
1630,7350,2.5,5,7,488544.0
1150,7560,1.0,3,7,422711.0
1400,7360,1.0,3,7,465871.0
1240,6840,1.75,3,7,429594.0
1060,7360,1.0,3,7,354923.0
1240,5655,1.75,4,7,419633.0
1240,5655,1.75,4,7,468032.0
2140,7872,2.25,4,7,518725.0
2500,7200,2.5,5,7,529432.0
1760,3866,2.5,3,8,323193.0
1740,3600,2.5,4,8,357898.0
1880,3600,2.5,4,8,317261.0
2540,4982,3.5,4,8,420952.0
2350,8851,3.5,4,8,395301.0
1760,3600,2.5,3,8,338343.0
1870,5127,2.5,3,8,406127.0
2200,8462,1.75,4,7,755381.0
4150,8000,3.5,5,10,1797478.0
6360,16497,4.5,4,11,2118422.0
5100,10015,3.25,5,11,887038.0
4020,18745,2.75,4,10,2014349.0
5200,27068,3.5,6,10,1595410.0
2660,9547,2.75,4,8,1446007.0
2100,9490,2.25,2,9,1813873.0
2910,12717,4.0,5,11,3430744.0
3490,23400,3.25,4,8,587827.0
3000,10600,2.5,4,8,660537.0
2330,11719,2.5,3,8,511630.0
3490,3800,3.5,5,9,417188.0
1960,8647,2.25,4,8,523159.0
1530,8446,1.75,3,7,470309.0
2210,8118,2.25,5,8,494191.0
1230,5400,1.0,3,7,386573.0
1580,37412,2.0,3,8,464590.0
2310,4590,2.0,4,7,651145.0
2160,5100,1.0,3,7,723267.0
950,3920,1.5,3,7,506287.0
2350,3920,1.75,3,7,753732.0
2840,3920,3.0,3,9,915621.0
1320,3920,1.75,3,7,656765.0
1100,33600,1.5,3,7,295945.0
1008,13100,1.0,3,6,235303.0
1970,9660,2.25,3,7,428767.0
2090,7008,1.75,4,8,552406.0
2400,13938,2.5,4,9,644964.0
2810,6000,2.5,3,8,828426.0
3050,7200,3.5,4,7,403676.0
2988,6810,2.5,4,9,474554.0
3110,6384,2.5,4,9,477460.0
810,6634,1.0,2,6,246575.0
2310,8490,2.5,3,9,518095.0
2400,6870,2.5,4,9,587983.0
2400,6795,2.5,4,9,534737.0
2400,7478,2.5,3,9,529747.0
3180,7350,2.5,4,9,598195.0
3090,7708,2.5,4,9,566932.0
5310,8816,4.75,7,10,1054848.0
2160,15788,2.0,3,8,1039048.0
2310,5158,2.5,4,9,656318.0
3550,5095,3.5,5,9,725165.0
3660,5178,3.5,4,9,716230.0
2200,5229,2.5,3,9,582678.0
2170,5000,2.5,4,8,581421.0
2100,9200,1.0,4,7,283030.0
2230,18077,2.5,4,8,534092.0
2130,16434,1.75,3,7,462541.0
2730,9000,2.0,4,8,761878.0
1190,5712,1.0,3,7,407896.0
2850,5978,2.5,4,9,687213.0
3220,6072,2.5,4,9,707768.0
2470,5762,2.5,3,9,602822.0
2570,5520,2.5,4,9,609719.0
1540,6400,1.0,3,6,357596.0
1350,6400,1.0,2,6,258246.0
2630,9705,2.25,3,8,814778.0
1670,9987,2.0,4,7,319468.0
1740,7360,2.0,4,7,318186.0
1190,8075,1.0,3,7,265274.0
910,7035,1.0,3,7,247181.0
1250,7245,1.0,2,7,298932.0
1070,7256,1.0,2,7,273520.0
1070,9158,1.0,2,7,282638.0
1230,6800,1.0,2,7,270977.0
2000,7192,2.75,4,7,342260.0
1840,6450,3.0,4,7,346083.0
970,9750,1.0,3,7,250320.0
1390,18200,1.75,3,7,308565.0
1850,10120,2.25,4,7,328229.0
1820,10605,1.5,3,7,282026.0
840,8470,1.0,3,6,250733.0
1040,8970,1.0,3,6,261526.0
1120,9600,1.0,2,6,298752.0
1040,8925,1.0,3,6,254403.0
2810,35100,2.0,3,9,572450.0
2120,36123,2.5,5,8,465886.0
2190,34528,2.5,3,8,581635.0
3390,44311,3.0,6,7,603429.0
3070,44107,2.5,4,9,548571.0
2940,35100,2.5,3,10,808507.0
1940,38634,2.25,3,8,449459.0
2750,48582,2.25,3,8,575722.0
3780,35139,3.5,4,8,758455.0
2120,36000,2.5,3,9,568024.0
3270,35264,3.75,5,9,648810.0
2450,35272,2.25,3,8,530879.0
3370,35100,2.25,3,8,596984.0
3000,36680,2.75,4,8,553412.0
2340,36558,2.25,4,7,543592.0
4610,40202,3.75,4,10,793979.0
3360,41056,2.5,4,8,508498.0
3420,37859,2.5,4,8,717004.0
4300,50405,3.25,5,8,676209.0
2510,40205,2.5,3,8,500561.0
2150,35060,2.25,3,8,555627.0
3850,37183,3.5,4,9,436845.0
3500,40921,3.25,4,9,722135.0
3500,40921,3.25,4,9,644326.0
3020,35025,3.25,3,9,522854.0
2290,7605,2.75,4,7,374228.0
2270,7130,2.25,4,7,379752.0
1740,7000,1.75,4,7,358123.0
1840,7326,2.25,3,7,325494.0
1790,8230,2.5,4,8,349346.0
730,8207,1.0,2,6,282789.0
800,8216,1.0,2,6,368795.0
1040,5074,1.0,3,7,282654.0
2630,5772,3.0,4,9,714392.0
2630,5772,3.0,4,9,819470.0
4250,10512,3.75,4,11,595821.0
2630,4972,3.0,3,9,697396.0
2630,6188,3.5,4,9,760414.0
2630,4896,3.0,3,9,714705.0
3060,5935,2.5,4,9,1002396.0
1540,3600,1.5,3,7,400130.0
3210,14910,2.5,4,10,821938.0
3360,15347,3.5,4,10,830821.0
3360,15347,3.5,4,10,808175.0
3010,11997,2.5,4,10,670629.0
1580,6000,2.0,3,7,492306.0
1430,4770,1.0,2,8,461804.0
1680,2997,2.5,4,7,375518.0
1530,8868,2.0,4,7,366274.0
1680,9383,1.0,5,7,279428.0
1450,9458,1.5,3,7,380230.0
2180,10617,1.0,4,7,415556.0
1350,5529,2.0,2,6,353468.0
1050,9083,1.0,3,7,331777.0
2110,9519,1.75,2,7,234894.0
2580,9519,2.75,4,8,602770.0
880,9344,1.0,3,6,350368.0
770,6731,1.0,2,6,317391.0
1950,4947,2.5,4,8,433240.0
2650,7819,2.25,3,8,565336.0
2520,7200,1.75,4,7,376593.0
1260,7463,1.0,3,8,495683.0
1800,7191,1.75,2,7,448601.0
800,5280,1.0,2,6,204704.0
1620,4965,2.5,3,7,302222.0
1050,7670,1.0,3,7,251351.0
1050,7670,1.0,3,7,269584.0
1200,10212,2.0,3,6,285309.0
990,10212,1.0,2,6,267038.0
1660,10489,1.75,3,7,264792.0
1660,10489,1.75,3,7,306233.0
3330,12460,3.0,4,8,598817.0
1620,11120,2.0,3,8,464341.0
1620,11120,2.0,3,8,563082.0
3150,6050,3.25,3,11,945947.0
3130,6047,3.0,3,8,1190750.0
1790,5429,1.75,3,7,642419.0
3130,5580,1.5,4,9,809524.0
3440,5450,3.75,4,9,1392578.0
3950,5518,3.25,4,10,1851390.0
3020,4950,2.5,4,9,984524.0
1660,6300,1.5,3,7,835867.0
2060,5000,2.0,4,7,702580.0
1700,4200,1.75,3,8,789914.0
2140,5700,3.5,4,7,791769.0
2380,5700,1.75,3,7,822627.0
4390,15858,3.25,4,12,1537897.0
4180,12492,2.5,4,12,1117910.0
4500,11795,4.0,4,12,1307228.0
3520,12193,2.5,4,10,942630.0
3010,7390,2.5,4,9,817776.0
3290,10825,2.75,4,9,1057444.0
3010,7697,2.5,4,9,900932.0
3220,7883,2.5,4,9,872717.0
3830,11029,3.25,4,11,1047407.0
3020,9248,2.5,4,9,878083.0
3060,10221,2.5,4,11,884605.0
3060,10221,2.5,4,11,868997.0
2060,5001,2.75,5,7,389490.0
2860,12394,2.5,4,10,768565.0
3250,11040,2.5,4,10,802400.0
1720,9193,2.0,3,6,318101.0
1090,6000,1.0,2,5,233241.0
1800,4878,2.5,3,7,346295.0
1800,4279,2.5,3,7,340211.0
1800,4279,2.5,3,7,304939.0
2060,5700,3.0,4,7,422221.0
940,7469,1.0,2,7,312087.0
10740,29347,6.0,6,13,6943544.0
3550,165469,2.75,6,10,5219790.0
3900,20000,2.25,3,11,2198102.0
2920,18067,3.25,4,9,1495082.0
2100,18300,1.0,5,7,361855.0
1400,9270,1.5,3,7,392748.0
2600,9375,2.5,5,9,550814.0
3140,11700,3.0,5,8,670476.0
1670,9000,1.0,3,7,431767.0
1480,9600,1.75,3,7,393809.0
1560,9842,1.75,3,7,422711.0
1200,10360,1.5,3,7,422975.0
1460,11566,1.5,3,7,426210.0
1880,11429,2.0,3,7,493101.0
1350,12952,2.5,4,7,405757.0
1350,12952,2.5,4,7,438339.0
2280,26682,2.25,3,8,525204.0
2900,8625,3.0,4,8,548802.0
1480,9840,1.0,3,7,317033.0
1020,13318,1.0,3,7,345899.0
2600,29539,3.0,4,8,639076.0
2340,17541,1.75,4,7,583780.0
2320,11565,2.5,4,8,576381.0
920,11100,1.0,2,7,318786.0
1970,11555,2.0,4,7,392799.0
2080,8100,2.5,3,8,540928.0
1910,16785,1.75,4,7,496272.0
1910,16785,1.75,4,7,442198.0
1520,31444,1.5,3,7,330000.0
1800,9600,1.75,4,7,393664.0
1480,15000,1.0,3,8,443056.0
1390,11592,1.0,3,7,375172.0
2650,12987,2.5,5,7,491028.0
1280,47044,1.0,3,6,399766.0
1970,12409,1.75,4,7,380184.0
1380,11932,1.75,3,7,416133.0
2980,6051,3.0,5,10,492036.0
2420,13959,3.0,3,8,554563.0
2420,13959,3.0,3,8,334068.0
5070,69800,3.5,5,9,1703974.0
1260,22826,1.75,3,7,407428.0
2490,15080,2.75,4,8,563115.0
2090,9610,1.75,4,7,330492.0
2680,9624,3.0,5,7,374391.0
1250,10122,1.75,3,7,276443.0
1590,9427,2.5,3,7,346593.0
2390,9600,2.5,4,7,401362.0
2390,9600,2.5,4,7,392350.0
1830,7891,2.5,4,7,439126.0
2380,8983,2.5,4,7,466548.0
2380,12067,2.5,4,7,493785.0
1060,824,2.0,3,7,339197.0
1780,1522,3.5,3,8,664662.0
1900,1612,3.5,3,8,451182.0
1900,1612,3.5,3,8,471713.0
1900,1601,3.5,3,8,450622.0
1900,1601,3.5,3,8,480174.0
2080,3500,1.0,4,7,589474.0
760,6035,1.0,2,6,414036.0
2750,4696,2.5,5,9,428011.0
2750,5228,2.5,5,9,458391.0
2160,8760,2.0,4,7,207654.0
2130,1794,2.75,4,8,605001.0
1970,1526,2.25,3,8,590123.0
1890,8403,2.25,3,7,311717.0
1580,5580,2.5,3,7,366274.0
2520,35340,2.5,4,8,690794.0
3170,35377,2.5,4,8,775631.0
1550,8000,1.5,3,6,273642.0
2110,2931,3.5,3,8,528722.0
1830,4000,2.75,3,7,410721.0
1930,5790,2.5,3,7,419620.0
1380,5840,2.0,2,7,332782.0
1380,7476,2.0,3,7,308772.0
850,6084,1.0,2,7,364054.0
1700,6375,2.0,4,7,418794.0
1730,7253,2.5,4,7,504120.0
1460,7057,1.0,3,7,334302.0
1340,7930,1.0,3,7,460800.0
2700,7295,2.75,4,9,843333.0
3910,5000,3.5,4,9,930880.0
1210,10088,1.0,3,7,441492.0
870,6807,1.0,3,7,334245.0
1840,5883,2.0,3,7,403913.0
2410,6272,1.5,4,7,385537.0
860,8269,1.0,2,7,242361.0
1250,8262,1.0,2,7,349058.0
1200,7000,1.0,3,7,364445.0
1400,7933,1.75,3,7,412209.0
1620,6611,1.0,2,7,433888.0
1010,7683,1.5,3,7,372904.0
1550,7270,1.75,3,7,413981.0
2320,4040,3.0,5,7,597192.0
780,4040,1.0,1,7,460635.0
1060,4800,1.0,3,7,435605.0
810,4600,1.0,3,6,341238.0
2870,7200,2.75,4,9,633786.0
1490,6003,1.0,2,7,396928.0
1220,7800,1.0,3,7,383459.0
2160,4800,2.0,3,7,389968.0
1560,4725,1.75,2,7,522039.0
1220,5457,1.0,3,7,469679.0
2760,4611,4.0,4,9,916797.0
1920,4601,2.75,4,8,494960.0
2510,25723,2.75,4,7,814164.0
1890,3330,1.0,3,7,584946.0
1320,1332,2.5,3,8,489233.0
1560,1466,3.0,3,8,642419.0
1560,1466,3.0,3,8,723081.0
1600,1424,2.5,3,8,555357.0
1760,3000,1.0,3,6,416161.0
1700,1481,2.25,3,8,499339.0
1710,1343,3.25,3,8,555873.0
1444,1562,2.25,3,8,554049.0
1890,1520,3.5,3,8,690563.0
1680,1200,3.0,3,8,597166.0
850,2500,1.0,2,6,355134.0
1300,1117,2.0,3,8,419903.0
1300,1283,2.0,3,8,420913.0
1140,1184,2.25,2,8,455506.0
1110,1199,2.0,2,8,426096.0
1110,1197,1.5,2,8,405559.0
1290,1304,2.0,3,8,428333.0
1300,1114,2.0,3,8,438121.0
1210,1267,2.0,2,8,400502.0
1300,1287,2.0,3,8,443106.0
1000,4363,1.0,2,6,388472.0
2690,3920,1.75,3,8,660756.0
2040,4080,2.0,4,7,673800.0
1840,4872,1.75,4,8,671475.0
2780,4100,3.5,4,9,839407.0
1480,4323,1.0,3,6,417977.0
2230,5000,2.0,4,7,671127.0
2000,5000,2.0,4,7,565328.0
1500,5000,1.0,4,7,501652.0
4790,5000,3.25,4,9,943433.0
3100,5000,2.25,4,9,740932.0
2730,5500,2.5,4,8,755773.0
1120,5100,1.5,2,6,428108.0
2210,4995,1.5,4,7,639316.0
2950,5000,2.0,5,7,710932.0
2630,5000,4.0,4,8,976410.0
2490,5000,1.75,4,7,889560.0
2800,6000,3.0,4,9,1824095.0
1630,3000,2.0,3,7,553651.0
2090,6000,2.0,3,8,682135.0
1950,4322,2.0,4,7,639872.0
2340,4206,1.75,3,7,616857.0
1420,4954,1.0,3,7,666135.0
2550,4954,2.5,3,7,632299.0
2920,4954,2.25,3,8,647558.0
3430,6000,2.0,5,7,718931.0
2910,4000,3.0,3,9,1047390.0
2990,7389,2.75,4,8,1085519.0
2980,5416,2.5,3,8,881605.0
4830,8050,4.25,5,11,2224282.0
3650,7200,2.5,5,9,1030179.0
4440,8125,3.5,4,10,2233892.0
4250,6552,4.25,4,10,738685.0
4250,6552,4.25,4,10,2319500.0
3830,7600,3.5,4,10,2097542.0
3640,5820,3.5,3,9,1522098.0
3250,7528,2.75,3,9,1399590.0
3380,3768,3.0,4,10,1256953.0
2590,35001,2.5,4,9,765882.0
2150,37981,2.5,4,9,781379.0
1240,7834,1.75,3,7,291893.0
1490,10543,1.75,3,7,303158.0
1160,7006,1.75,3,7,309352.0
1490,8791,1.75,3,7,297657.0
1620,8105,2.5,3,7,294473.0
1540,6687,1.75,3,7,264040.0
1340,9645,1.75,3,7,408852.0
1410,10015,2.0,3,6,396932.0
1190,9600,1.0,3,7,310591.0
1470,10350,2.5,3,7,399528.0
1350,10100,1.75,3,7,419965.0
1820,50094,1.75,3,7,504945.0
800,4800,1.75,2,6,387368.0
800,4800,1.75,2,6,330615.0
2631,15000,2.5,4,8,688975.0
1870,13970,1.75,4,7,446616.0
1040,9000,1.75,4,7,390018.0
2230,9460,2.75,5,7,578213.0
2300,20545,2.75,4,7,562129.0
1410,10730,1.75,3,7,426981.0
2510,11544,2.25,3,8,507803.0
1960,12350,2.5,3,7,428543.0
1100,12500,1.5,3,7,368511.0
2140,12728,2.5,4,7,428794.0
1900,11700,1.75,4,7,473241.0
2030,16039,2.25,3,7,548802.0
1390,14824,2.5,3,7,412698.0
1750,12319,2.0,3,6,295196.0
1040,6066,1.0,3,7,249156.0
1400,9600,1.0,2,6,245365.0
1310,7761,2.0,3,7,295357.0
1310,7761,2.0,3,7,204764.0
1210,1021,2.25,1,8,425298.0
1270,1439,2.25,2,8,495059.0
1290,909,2.5,3,8,496892.0
1240,3873,1.5,2,6,427613.0
1120,3150,1.0,3,7,434410.0
2020,4180,2.5,3,8,640467.0
2130,4180,2.0,5,7,441039.0
1700,5500,1.75,3,8,527719.0
1810,14693,1.75,4,8,312214.0
2580,9825,3.25,3,9,628822.0
2290,9215,1.75,4,8,340469.0
2890,11670,3.0,4,8,566557.0
2890,11670,3.0,4,8,711635.0
2230,10450,2.5,3,8,564923.0
2340,13020,2.25,3,8,559481.0
1730,10500,1.75,3,8,464957.0
2330,9600,2.75,4,8,538935.0
2150,9600,2.5,4,8,528766.0
2760,11050,3.0,5,8,519160.0
2660,10001,2.5,4,8,589653.0
1940,7128,2.5,4,8,505105.0
2220,10810,2.25,4,8,575143.0
2910,13727,2.75,4,8,650879.0
2330,9900,1.75,3,8,556482.0
2680,8625,1.75,3,8,669631.0
1330,9702,1.75,3,7,264194.0
1090,10935,1.5,4,6,279740.0
2210,7620,2.5,3,8,523436.0
3230,10511,2.5,4,9,794413.0
4700,6524,3.5,4,9,774877.0
3220,8085,2.5,4,9,753303.0
1630,8408,1.75,3,7,334302.0
1870,6451,2.5,4,7,392805.0
1990,5863,2.5,4,7,400842.0
1870,5346,2.5,4,7,406456.0
1030,8075,1.0,3,7,367753.0
1130,7560,1.0,2,6,345979.0
2100,6965,3.0,5,7,355556.0
1780,8462,2.0,4,7,395584.0
1450,6797,1.5,3,7,370518.0
3000,10500,2.75,4,7,475580.0
1470,6867,1.5,3,8,410891.0
1420,6120,1.0,3,7,408388.0
1520,12825,1.5,3,7,287277.0
1674,1633,3.25,3,8,476094.0
1674,1633,3.25,3,8,440388.0
1350,1530,2.25,3,8,533333.0
1200,7500,1.5,2,7,782494.0
860,6510,1.0,2,7,550078.0
860,6510,1.0,2,7,364075.0
2100,5700,1.75,4,7,547492.0
1630,5700,1.75,4,7,488775.0
2720,5700,1.75,5,7,523234.0
910,7440,1.75,3,6,299016.0
1170,1081,2.0,2,9,816715.0
1160,1355,1.5,2,8,473680.0
1470,1334,2.5,3,8,515635.0
2510,2546,3.25,2,8,766155.0
1170,976,1.75,2,9,543652.0
1280,1183,1.75,2,9,564561.0
2020,3066,2.75,5,10,829328.0
1170,947,1.5,2,8,638786.0
1320,732,0.0,0,8,613412.0
2699,4562,2.5,5,9,1178441.0
2300,2280,1.75,4,7,516619.0
1500,1229,2.25,3,9,624989.0
1000,1452,1.0,2,6,478426.0
1000,1452,1.0,2,6,612816.0
1000,1452,1.0,2,6,644063.0
1950,1610,2.0,4,8,833998.0
2650,6820,2.5,4,8,415987.0
3250,4200,3.5,4,9,1249326.0
1890,8040,2.0,4,7,755410.0
2280,5400,2.0,4,7,883761.0
1000,6430,1.0,2,7,281416.0
1300,5535,1.0,3,6,220328.0
1020,6450,1.0,2,5,238730.0
1960,5629,1.0,3,7,290751.0
2020,4439,2.5,4,7,462696.0
2170,4600,1.75,4,7,621107.0
1530,4600,1.0,2,7,371824.0
1950,4249,1.0,3,7,650992.0
1540,4462,2.0,3,7,527374.0
2160,4000,2.0,3,7,565275.0
2560,4000,2.5,4,8,901527.0
2400,5300,2.25,3,7,545338.0
1260,4000,1.75,2,7,415640.0
1260,4000,1.75,2,7,547770.0
2120,4000,2.0,4,7,716912.0
1560,4141,1.75,2,7,543185.0
1210,4141,1.75,2,7,492882.0
1210,4141,1.75,2,7,616108.0
1550,4600,1.0,2,7,588108.0
1520,4100,1.0,4,7,538081.0
1080,4000,1.0,4,7,469415.0
1430,1056,2.5,3,8,400921.0
1310,966,1.5,3,8,434510.0
1260,1043,2.5,3,8,383652.0
1150,4000,1.75,3,7,583991.0
